repetitions,empirical_mse,predicted_mse,empirical_to_predicted_ratio
1,0.17657826241151492,0.16000000000000003,1.1036141400719681
2,0.07236825975473118,0.08000000000000002,0.9046032469341396
4,0.03935038212916363,0.04000000000000001,0.9837595532290905
8,0.020514064334923927,0.020000000000000004,1.0257032167461961
16,0.010131936122076652,0.010000000000000002,1.013193612207665
32,0.00510855144000049,0.005000000000000001,1.0217102880000979
64,0.002546855596491128,0.0025000000000000005,1.018742238596451
