epsilon,maximum_stored_key_error,mean_stored_key_error,linear_functional_error
1e-12,7.794127670886646e-12,2.4638081570620213e-12,6.3614912868568894e-12
1e-10,7.79308991533955e-10,2.4637757003640997e-10,6.363049492300052e-10
1e-08,7.793076761600557e-08,2.4637757772363106e-08,6.363033053046377e-08
1e-06,7.793060360845121e-06,2.4637727784171012e-06,6.363024241337331e-06
0.0001,0.000779143139165398,0.00024634729794524444,0.0006362141849694919
0.01,0.07631903099521738,0.02433981217201945,0.06275497395419752
1.0,2.5043293780214135,1.2245040092643906,2.9745935162847688
