task,task_type,method,seed,beta,lambda,query_scale,shared_key_query,epsilon,orthogonality_regularizer,training_seconds,trainable_parameters,total_parameters,median_gradient_norm,final_gradient_norm,mse,normalized_mse,success_rate,mean_uncertainty,gram_eigenvalue_spectrum,minimum_gram_eigenvalue,maximum_gram_eigenvalue,mean_pairwise_cosine,mean_absolute_pairwise_cosine,maximum_absolute_pairwise_cosine,effective_rank,minimum_singular_value,system_condition_number,fraction_capacity_used,effective_capacity_fraction
in_context_linear_regression,regression,learned_csm,1,1.0,1.0,1.4277515411376953,True,0.1,0.0,0.6147884190004334,1078,1078,0.4000486431752933,0.34542264578739273,0.1888715624809265,0.19209602512767193,nan,4.164268493652344,0.0019612978;0.0389238;0.16557185;0.39305449;0.72385353;1.1710544;1.8145335;3.6910472,0.001961297821253538,3.691047191619873,0.3342644274234772,0.3889603316783905,0.9703742861747742,4.188136100769043,0.040336109697818756,37.91046905517578,0.6666666666666666,0.5235170125961304
in_context_linear_regression,regression,fixed_random_csm,1,1.0,1.0,1.0,True,0.1,0.0,0.3846292540001741,72,1078,0.18319157160076183,0.172834427840974,0.7326847314834595,0.7451933088334652,nan,1.6470212936401367,0.0079247514;0.028441545;0.072149478;0.16698083;0.37407011;0.80127305;1.6274676;4.9216928,0.007924751378595829,4.921692371368408,0.5339028239250183,0.5470166802406311,0.9891082644462585,3.1048641204833984,0.081980399787426,50.216922760009766,0.6666666666666666,0.3881080150604248
in_context_linear_regression,regression,learned_hebbian,1,1.0,1.0,1.7623960971832275,True,0.1,0.0,0.6647689960000207,1078,1078,0.2724394456183411,0.4135643560736754,0.5487663745880127,0.5581350516583241,nan,nan,0.001602013;0.011513521;0.13389853;0.41860771;0.83173949;1.3891877;2.0921881;3.121263,0.0016020131297409534,3.121263027191162,0.010542190633714199,0.3394809365272522,0.982640266418457,4.370289325714111,0.03711194172501564,32.21262741088867,0.6666666666666666,0.5462861657142639
in_context_linear_regression,regression,learned_attention,1,1.0,1.0,0.9428020119667053,True,0.1,0.0,1.2075945560000036,1078,1078,0.38828478082202256,0.4289157488924421,0.6767734289169312,0.6883274744978949,nan,nan,0.0051281871;0.045959812;0.17855403;0.41278139;0.75172275;1.2076147;1.8491544;3.5490847,0.0051281871274113655,3.5490846633911133,0.32771357893943787,0.36922499537467957,0.9756260514259338,4.324244499206543,0.06555963307619095,36.4908447265625,0.6666666666666666,0.5405305624008179
in_context_linear_regression,regression,learned_csm,2,1.0,1.0,1.4930354356765747,True,0.1,0.0,0.8174987269994745,1078,1078,0.41335452952872603,0.36952319788217797,0.18275627493858337,0.18160883191818053,nan,4.602474212646484,0.0014680505;0.038120665;0.17026645;0.40034854;0.73091286;1.1976148;1.8832667;3.5780017,0.0014680505264550447,3.5780019760131836,0.30573806166648865,0.377450555562973,0.9825124144554138,4.244175910949707,0.0351056233048439,36.78002166748047,0.6666666666666666,0.5305219888687134
in_context_linear_regression,regression,fixed_random_csm,2,1.0,1.0,1.0,True,0.1,0.0,0.34972844000003533,72,1078,0.18105890035592176,0.13584074552114653,0.737581729888916,0.7329507917270274,nan,1.5440382957458496,0.0047581745;0.019049499;0.067026138;0.17291313;0.38370171;0.75057429;1.4387205;5.1632566,0.004758174996823072,5.163256645202637,0.5778465270996094,0.5814221501350403,0.9954972267150879,2.9721226692199707,0.06385327130556107,52.632568359375,0.6666666666666666,0.37151533365249634
in_context_linear_regression,regression,learned_hebbian,2,1.0,1.0,1.8155829906463623,True,0.1,0.0,0.5248290109993832,1078,1078,0.28231054095419544,0.36039806469098395,0.592868983745575,0.5891466306956411,nan,nan,0.0012260478;0.0044778553;0.12270562;0.41018412;0.83578396;1.3645829;2.0994339;3.1616056,0.0012260477524250746,3.1616055965423584,0.0010164090199396014,0.34306004643440247,0.9837493896484375,4.312570095062256,0.03251051902770996,32.616058349609375,0.6666666666666666,0.539071261882782
in_context_linear_regression,regression,learned_attention,2,1.0,1.0,1.0051993131637573,True,0.1,0.0,0.5477865159991779,1078,1078,0.3906167076203906,0.5322462957829575,0.7062481641769409,0.7018139551358041,nan,nan,0.0046720719;0.041283131;0.16812989;0.38612422;0.70402801;1.1270099;1.7596562;3.8090963,0.004672072362154722,3.809096336364746,0.37643325328826904,0.39708858728408813,0.986443042755127,4.146357536315918,0.0626683309674263,39.09096145629883,0.6666666666666666,0.5182946920394897
noisy_in_context_regression,regression,learned_csm,0,1.0,1.0,1.3831161260604858,True,0.1,0.0,0.6475915839992012,1078,1078,0.44518450562291434,0.48039035598552243,0.2890734076499939,0.29504778008476595,nan,3.4196929931640625,0.0032161425;0.020597678;0.1390928;0.41644141;0.84442753;1.3778298;2.0869608;3.111434,0.0032161427661776543,3.111433982849121,0.002522816648706794,0.3383347690105438,0.9919080138206482,4.41097354888916,0.05286552011966705,32.11433410644531,0.6666666666666666,0.551371693611145
noisy_in_context_regression,regression,fixed_random_csm,0,1.0,1.0,1.0,True,0.1,0.0,0.5315160730006028,72,1078,0.17896628519826513,0.13236600226720627,0.7392544746398926,0.7545328829565718,nan,1.4431259632110596,0.0048731505;0.019795116;0.05615294;0.14797521;0.36859417;0.74117446;1.4036586;5.2577763,0.004873150028288364,5.257776260375977,0.59211665391922,0.5934545397758484,0.9957985281944275,2.891967296600342,0.06435598433017731,53.577762603759766,0.6666666666666666,0.3614959120750427
noisy_in_context_regression,regression,learned_hebbian,0,1.0,1.0,1.8163694143295288,True,0.1,0.0,1.1629678010003772,1078,1078,0.27193216846250967,0.5211666902741249,0.5015009641647339,0.5118656447511443,nan,nan,0.0016452095;0.008088218;0.12867641;0.41330862;0.84195435;1.3860137;2.0894957;3.1308177,0.001645209500566125,3.1308176517486572,0.003053045831620693,0.3406430780887604,0.9906248450279236,4.348689079284668,0.0377810001373291,32.30817413330078,0.6666666666666666,0.5435861349105835
noisy_in_context_regression,regression,learned_attention,0,1.0,1.0,0.9598764777183533,True,0.1,0.0,1.2621805670005415,1078,1078,0.3924796912542857,0.6035114470664411,0.6596391201019287,0.6732720924603058,nan,nan,0.0056183985;0.047085866;0.17063904;0.399088;0.7139349;1.1481513;1.7898972;3.7255852,0.005618399009108543,3.7255852222442627,0.3602692186832428,0.38772132992744446,0.9939658641815186,4.213514804840088,0.06821157038211823,38.25585174560547,0.6666666666666666,0.526689350605011
noisy_in_context_regression,regression,learned_csm,1,1.0,1.0,1.2799429893493652,True,0.1,0.0,1.3516331149994585,1078,1078,0.4412640669734322,0.5461906926477641,0.29853373765945435,0.31231016733023015,nan,3.241037607192993,0.0031567076;0.032071061;0.15628758;0.4256838;0.83667505;1.3739164;2.0857539;3.0864553,0.0031567076221108437,3.0864553451538086,0.01705811731517315,0.33476394414901733,0.985223650932312,4.4753499031066895,0.052167609333992004,31.864551544189453,0.6666666666666666,0.5594187378883362
noisy_in_context_regression,regression,fixed_random_csm,1,1.0,1.0,1.0,True,0.1,0.0,0.6989016389998142,72,1078,0.21523719832036442,0.14765599909261548,0.7165420055389404,0.7496082533367836,nan,1.5373212099075317,0.0052302;0.01979362;0.063232332;0.17774498;0.43110386;0.87905723;1.6307552;4.7930822,0.0052302004769444466,4.7930827140808105,0.5127124786376953,0.5272440910339355,0.9939302206039429,3.187608242034912,0.06685706973075867,48.930824279785156,0.6666666666666666,0.398451030254364
noisy_in_context_regression,regression,learned_hebbian,1,1.0,1.0,1.6542412042617798,True,0.1,0.0,1.1678932550003083,1078,1078,0.2702423693289574,0.38094486643381803,0.5476093292236328,0.5728798446107943,nan,nan,0.0017002784;0.0080179088;0.128189;0.4061735;0.83047569;1.3836306;2.1122084;3.1296048,0.0017002782551571727,3.1296048164367676,0.00396661926060915,0.3419541120529175,0.9890406131744385,4.33591365814209,0.038358770310878754,32.296043395996094,0.6666666666666666,0.5419892072677612
noisy_in_context_regression,regression,learned_attention,1,1.0,1.0,0.9634881615638733,True,0.1,0.0,1.3676677230005225,1078,1078,0.38741101402598566,0.41312822623995427,0.6577968001365662,0.6881521342632575,nan,nan,0.0043585408;0.041882765;0.16802722;0.39269131;0.7028209;1.1542008;1.7866962;3.7493227,0.0043585412204265594,3.7493224143981934,0.363455593585968,0.3905973732471466,0.9927136301994324,4.177050590515137,0.06137356907129288,38.49322509765625,0.6666666666666666,0.5221313238143921
noisy_in_context_regression,regression,learned_csm,2,1.0,1.0,1.3873347043991089,True,0.1,0.0,0.7968892730004882,1078,1078,0.4526603026071876,0.48488387316707104,0.28774964809417725,0.2848569701903268,nan,3.9089646339416504,0.0040092301;0.042482279;0.18594174;0.43910882;0.8372339;1.3659043;2.0676918;3.0576279,0.004009230062365532,3.0576279163360596,0.02449500747025013,0.3293921649456024,0.9826299548149109,4.560463905334473,0.05848214775323868,31.576274871826172,0.6666666666666666,0.5700579881668091
noisy_in_context_regression,regression,fixed_random_csm,2,1.0,1.0,1.0,True,0.1,0.0,0.3438021000001754,72,1078,0.19652852147368582,0.15262192766128171,0.7368261814117432,0.7294190452846795,nan,1.6315536499023438,0.0063542584;0.025403563;0.072177261;0.17969979;0.48251933;0.99496436;1.8766124;4.3622689,0.006354257930070162,4.362268924713135,0.4321403503417969,0.4756179749965668,0.995541512966156,3.4338293075561523,0.07337433099746704,44.62268829345703,0.6666666666666666,0.42922866344451904
noisy_in_context_regression,regression,learned_hebbian,2,1.0,1.0,1.820613145828247,True,0.1,0.0,0.5533328460005578,1078,1078,0.29574174095577044,0.4204208882719857,0.5268151164054871,0.5215191709308925,nan,nan,0.0012451675;0.0065008472;0.140634;0.40946832;0.83121014;1.3805592;2.1063414;3.1240411,0.0012451675720512867,3.1240410804748535,0.00560234347358346,0.3403998911380768,0.9959787726402283,4.34946346282959,0.032927028834819794,32.24040985107422,0.6666666666666666,0.5436829328536987
noisy_in_context_regression,regression,learned_attention,2,1.0,1.0,0.9415830969810486,True,0.1,0.0,0.5701051070000176,1078,1078,0.397054228134565,0.4454989508944728,0.6640419960021973,0.6573665417599887,nan,nan,0.0044675199;0.051132932;0.19241823;0.42652097;0.78081667;1.2396693;1.9305799;3.3743944,0.00446751993149519,3.374394416809082,0.29476282000541687,0.35252246260643005,0.9861034750938416,4.4340009689331055,0.0615161657333374,34.74394226074219,0.6666666666666666,0.5542501211166382
contextual_associative_recall,discrete_retrieval,learned_csm,0,1.0,1.0,1.3530690670013428,True,0.1,0.0,0.6946060750005927,1078,1078,0.0907866443038866,0.058204388028782764,0.009337667375802994,0.07470134345897099,0.99609375,1.7965483665466309,0.47892523;0.56200409;0.66224039;0.75050956;0.9001773;1.0166148;1.1823162;2.4472125,0.4789251983165741,2.4472126960754395,0.19914975762367249,0.20157355070114136,0.5174883604049683,6.923612594604492,0.6913000345230103,25.472124099731445,0.6666666666666666,0.8654515743255615
contextual_associative_recall,discrete_retrieval,fixed_random_csm,0,1.0,1.0,1.0,True,0.1,0.0,0.3586506390001887,72,1078,0.05642561358612398,0.03391297708196688,0.12316209077835083,0.9852967849550716,0.125,2.1129093170166016,0.019118443;0.058790576;0.13380566;0.27209663;0.53880817;0.98851222;1.7338693;4.2549992,0.01911844313144684,4.254999160766602,0.43578141927719116,0.45694971084594727,0.9903755784034729,3.7713232040405273,0.13077610731124878,43.54998779296875,0.6666666666666666,0.4714154005050659
contextual_associative_recall,discrete_retrieval,learned_hebbian,0,1.0,1.0,1.7148346900939941,True,0.1,0.0,0.5873006299998451,1078,1078,0.056471753831542446,0.05296627668416921,0.09408347308635712,0.7526678295533555,0.44140625,nan,0.0093452595;0.035649993;0.083816685;0.20373988;0.49744815;1.2398632;2.5219607;3.4081762,0.00934525951743126,3.4081761837005615,0.22007395327091217,0.3937855064868927,0.9784154295921326,3.88177490234375,0.09215512871742249,35.08176040649414,0.6666666666666666,0.48522186279296875
contextual_associative_recall,discrete_retrieval,learned_attention,0,1.0,1.0,1.191972017288208,True,0.1,0.0,0.5947722809996776,1078,1078,0.08400341605563577,0.06577303194709645,0.008533334359526634,0.06826667894522422,0.994140625,nan,0.023642514;0.090729102;0.26690483;0.66949177;1.1441228;1.4958206;1.878111;2.4311771,0.023642513900995255,2.4311771392822266,0.035613175481557846,0.2659074068069458,0.8667779564857483,5.341437339782715,0.1459118127822876,25.311771392822266,0.6666666666666666,0.6676796674728394
contextual_associative_recall,discrete_retrieval,learned_csm,1,1.0,1.0,1.3814939260482788,True,0.1,0.0,0.6460875479997412,1078,1078,0.08276075415023997,0.06376961672096669,0.0034070704132318497,0.027256564930472668,0.99609375,1.8837765455245972,0.49822685;0.57581341;0.65343839;0.79593921;0.91931021;1.042027;1.2060571;2.3091877,0.4982268512248993,2.309187889099121,0.18036417663097382,0.18347464501857758,0.6205270886421204,7.051295280456543,0.7053086757659912,24.091875076293945,0.6666666666666666,0.8814119100570679
contextual_associative_recall,discrete_retrieval,fixed_random_csm,1,1.0,1.0,1.0,True,0.1,0.0,0.3500675969999065,72,1078,0.04392628064669822,0.036098024497833434,0.12374518066644669,0.9899615043378773,0.13671875,1.8177125453948975,0.013103504;0.042752042;0.10923989;0.22441727;0.41819936;0.74664539;1.3781555;5.0674868,0.013103503733873367,5.067486763000488,0.5613803267478943,0.5670450329780579,0.9843698740005493,3.175677537918091,0.10739123076200485,51.674869537353516,0.6666666666666666,0.39695969223976135
contextual_associative_recall,discrete_retrieval,learned_hebbian,1,1.0,1.0,1.795107364654541,True,0.1,0.0,0.5248291379994043,1078,1078,0.04642076059300826,0.05379825796909137,0.09098251163959503,0.7278601365006051,0.517578125,nan,0.0037115859;0.011185177;0.063248731;0.1402186;0.72946233;1.912838;2.3436522;2.7956834,0.0037115858867764473,2.7956833839416504,0.21366961300373077,0.3345285952091217,0.9744724631309509,4.076174736022949,0.058158062398433685,28.956829071044922,0.6666666666666666,0.5095218420028687
contextual_associative_recall,discrete_retrieval,learned_attention,1,1.0,1.0,1.197882056236267,True,0.1,0.0,0.6601661320000858,1078,1078,0.05840516830733371,0.010546637203219411,0.0008490956970490515,0.006792765981272816,0.99609375,nan,0.012742296;0.050429206;0.15877922;0.4735077;1.171319;1.5080293;1.8925207;2.7326727,0.012742295861244202,2.732672691345215,0.0030216991435736418,0.2920001745223999,0.9389850497245789,4.875910758972168,0.10538268089294434,28.326725006103516,0.6666666666666666,0.609488844871521
contextual_associative_recall,discrete_retrieval,learned_csm,2,1.0,1.0,1.423519492149353,True,0.1,0.0,0.7005855970000994,1078,1078,0.08620161885670498,0.04964320176105111,0.0024315891787409782,0.01945271458939997,0.984375,1.9963899850845337,0.57156909;0.65360641;0.72997439;0.83039236;1.0364337;1.2023878;1.3358306;1.6398056,0.5715692043304443,1.639805555343628,0.07996690273284912,0.11268790066242218,0.4022570848464966,7.530071258544922,0.7554779648780823,17.398054122924805,0.6666666666666666,0.9412589073181152
contextual_associative_recall,discrete_retrieval,fixed_random_csm,2,1.0,1.0,1.0,True,0.1,0.0,0.5087882409998201,72,1078,0.04616181343802078,0.03209390665182542,0.1235203891992569,0.9881631724931701,0.13671875,1.7647169828414917,0.011442983;0.038034849;0.08731164;0.19135524;0.40012968;0.75060534;1.3681428;5.152977,0.011442982591688633,5.152977466583252,0.5705439448356628,0.5783277750015259,0.9874049425125122,3.065056324005127,0.10059082508087158,52.52976989746094,0.6666666666666666,0.38313204050064087
contextual_associative_recall,discrete_retrieval,learned_hebbian,2,1.0,1.0,1.9757558107376099,True,0.1,0.0,0.6157897749999393,1078,1078,0.051625166497750063,0.058682410520518924,0.08447562903165817,0.6758050725343867,0.46875,nan,0.0023292706;0.010011191;0.027686749;0.06476178;0.90561014;1.8717182;2.3375914;2.7802911,0.0023292708210647106,2.7802910804748535,0.2153032422065735,0.3380623459815979,0.9776782989501953,3.9718799591064453,0.04562629759311676,28.802906036376953,0.6666666666666666,0.49648499488830566
contextual_associative_recall,discrete_retrieval,learned_attention,2,1.0,1.0,1.2343891859054565,True,0.1,0.0,0.567182512000727,1078,1078,0.06920552853964491,0.011266147205757582,0.0011170731158927083,0.008936585459803668,0.984375,nan,0.0087003112;0.033900365;0.09764263;0.21049899;1.062413;1.6194901;2.1139543;2.8534,0.008700311183929443,2.853400230407715,0.049262188374996185,0.33269840478897095,0.9075441360473633,4.416836738586426,0.08797447383403778,29.534000396728516,0.6666666666666666,0.5521045923233032
correlated_key_lookup,discrete_retrieval,learned_csm_orthogonality_ablation,0,1.0,1.0,1.4404752254486084,True,0.1,0.01,0.7615741990002789,1078,1078,0.06212384634300735,0.03819816149416971,0.021857792511582375,0.17486235051526727,0.970703125,1.395401954650879,0.025071781;0.062427767;0.11674906;0.19145183;0.29527533;0.4323191;0.65947485;6.2172303,0.025071781128644943,6.217229843139648,0.7418774366378784,0.7418959736824036,0.9824677109718323,2.4302051067352295,0.15087100863456726,63.172306060791016,0.6666666666666666,0.3037756383419037
correlated_key_lookup,discrete_retrieval,learned_csm_orthogonality_ablation,1,1.0,1.0,1.3871362209320068,True,0.1,0.01,1.217213945000367,1078,1078,0.06237157552648809,0.02786791612397896,0.019526595249772072,0.15621277130918332,0.9609375,1.285184383392334,0.026107624;0.064536959;0.12043068;0.19737041;0.30046749;0.43769222;0.6737662;6.1796284,0.026107626035809517,6.179628372192383,0.7364838719367981,0.7365368604660034,0.9856112599372864,2.4632492065429688,0.15441668033599854,62.796287536621094,0.6666666666666666,0.3079061508178711
correlated_key_lookup,discrete_retrieval,learned_csm_orthogonality_ablation,2,1.0,1.0,1.471952199935913,True,0.1,0.01,0.9135940750002192,1078,1078,0.05749139898809827,0.03868378656087869,0.02033790573477745,0.16270325557608936,0.970703125,1.4720232486724854,0.026277255;0.064564347;0.11977778;0.19580339;0.2994135;0.44930601;0.66769278;6.177165,0.02627725526690483,6.1771650314331055,0.7359297871589661,0.7360381484031677,0.9853144288063049,2.4667749404907227,0.15431047976016998,62.77165222167969,0.6666666666666666,0.30834686756134033
contextual_associative_recall,discrete_retrieval,learned_csm_orthogonality_ablation,0,1.0,1.0,1.2351332902908325,True,0.1,0.01,0.6440193290000025,1078,1078,0.09074442696376833,0.14058464605642704,0.03575439378619194,0.28603516733856005,0.947265625,1.8416597843170166,0.27836162;0.54869807;0.75192744;0.93046999;1.0902061;1.2517021;1.4388785;1.7097561,0.27836161851882935,1.7097561359405518,0.052321918308734894,0.13696148991584778,0.7274751663208008,7.166872024536133,0.5239803791046143,18.09756088256836,0.6666666666666666,0.8958590030670166
contextual_associative_recall,discrete_retrieval,learned_csm_orthogonality_ablation,1,1.0,1.0,1.1220024824142456,True,0.1,0.01,0.6153885769999761,1078,1078,0.06368622124698073,0.11339220106304534,0.054584551602602005,0.43667643884876006,0.91015625,1.8619110584259033,0.12854724;0.42625326;0.62795383;0.84359682;1.0754859;1.3123226;1.5999522;1.9858881,0.12854723632335663,1.9858880043029785,0.08092621713876724,0.17968469858169556,0.8065349459648132,6.599526405334473,0.34864893555641174,20.85887908935547,0.6666666666666666,0.8249408006668091
contextual_associative_recall,discrete_retrieval,learned_csm_orthogonality_ablation,2,1.0,1.0,1.350905179977417,True,0.1,0.01,0.6111523970002963,1078,1078,0.08438240480900522,0.0716189841791673,0.014095056802034378,0.11276046113732226,0.9765625,1.8744474649429321,0.51409137;0.66574466;0.79411173;0.90346444;1.0266185;1.1826817;1.3335887;1.5796988,0.5140913724899292,1.5796988010406494,0.055009447038173676,0.10404673963785172,0.43088096380233765,7.552703857421875,0.7157936096191406,16.796987533569336,0.6666666666666666,0.9440879821777344
contextual_associative_recall,discrete_retrieval,learned_csm_independent_query_ablation,0,1.0,1.0,1.069966197013855,False,0.1,0.0,0.7080711819999124,2018,2018,0.07980638145888985,0.09581647662000653,0.10720093548297882,0.857607534981223,0.24609375,2.4179160594940186,0.011272981;0.032193303;0.065962799;0.12673387;0.26429254;1.1970968;2.3438082;3.9586394,0.011272980831563473,3.958639144897461,0.24381430447101593,0.44791728258132935,0.9913308024406433,3.4024481773376465,0.10059216618537903,40.586395263671875,0.6666666666666666,0.4253060221672058
contextual_associative_recall,discrete_retrieval,learned_csm_independent_query_ablation,1,1.0,1.0,1.16259765625,False,0.1,0.0,1.3401872040003582,2018,2018,0.06742200947766484,0.1104963346465397,0.09786487370729446,0.7829190363239668,0.359375,1.9795093536376953,0.014395991;0.039654844;0.076573193;0.13334695;0.2342393;0.49313989;1.5244715;5.4841781,0.014395990408957005,5.48417854309082,0.6224825978279114,0.6312119364738464,0.9885616302490234,2.6836867332458496,0.11478786170482635,55.84178161621094,0.6666666666666666,0.3354608416557312
contextual_associative_recall,discrete_retrieval,learned_csm_independent_query_ablation,2,1.0,1.0,1.283140778541565,False,0.1,0.0,1.4286179710006763,2018,2018,0.08421396463990832,0.13825252193620569,0.08267814666032791,0.6614252127066381,0.521484375,3.5957014560699463,0.0083681308;0.025847327;0.065032303;0.12633286;0.21798807;0.46375412;1.455269;5.6374083,0.008368130773305893,5.637408256530762,0.6472333073616028,0.652744472026825,0.9879779815673828,2.551664352416992,0.08653939515352249,57.374080657958984,0.6666666666666666,0.318958044052124
