representation,key_condition,graph_regime,d_key,edges,load,capacity_domain,epsilon,seed,starts,method,hops,adaptive_reads,minimum_layer_depth,success_rate,mean_endpoint_error,p90_endpoint_error,maximum_endpoint_error,accumulated_mean_error,mean_confidence,maximum_one_hop_csm_error,read_operator_norm,theorem_error_bound,bound_relative_excess,system_condition_number,key_gram_condition_number,maximum_code_coherence,selected_softmax_temperature,state_bytes,estimated_total_flops
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,1e-08,2,16,csm_chained,4,4,1,1.0,0.0010920112509390347,0.0015140164896441468,0.0023098431768870196,0.0034823217730614105,0.9981988561661452,0.0010849800081134976,330.0081406652955,39112.33147673948,0.0,18958256.3283523,19096830.340237375,0.9139385398326926,nan,16384,16384
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,1e-08,2,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,18958256.3283523,19096830.340237375,0.9139385398326926,0.001,16384,17024
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,1e-08,2,16,softmax_one,4,1,1,0.0,0.6092388184825419,0.684436145327801,0.7306426903151568,1.79421999421427,nan,nan,nan,nan,nan,18958256.3283523,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,1e-08,2,16,csm_chained,8,8,1,1.0,0.001648966227252554,0.002984778946481862,0.003275424926920012,0.00960982899869233,0.9963695211615247,0.0010849800081134976,330.0081406652955,463887123725635.06,0.0,18958256.3283523,19096830.340237375,0.9139385398326926,nan,16384,32768
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,1e-08,2,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,18958256.3283523,19096830.340237375,0.9139385398326926,0.001,16384,34048
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,1e-08,2,16,softmax_one,8,1,1,0.0,0.589269302478836,0.6781407109009672,0.7329171988988458,4.252823569805964,nan,nan,nan,nan,nan,18958256.3283523,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,1e-08,2,16,csm_chained,16,16,1,1.0,0.0030052300332573355,0.005340066516714823,0.005810871409281893,0.028660479360437408,0.9926423192035367,0.0010849800081134976,330.0081406652955,6.525436135351588e+34,0.0,18958256.3283523,19096830.340237375,0.9139385398326926,nan,16384,65536
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,1e-08,2,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,18958256.3283523,19096830.340237375,0.9139385398326926,0.001,16384,68096
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,1e-08,2,16,softmax_one,16,1,1,0.0,0.6248259802057324,0.6820891435172229,0.7768354635169874,8.478450391954805,nan,nan,nan,nan,nan,18958256.3283523,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,csm_chained,1,1,1,1.0,0.07142206304276945,0.1226140682570731,0.14708130806879993,0.07142206304276945,0.9502777712151258,0.14708130806879993,10.098851714654517,0.14708130806879993,0.0,257737.87668417938,19096830.340237375,0.9139385398326926,nan,16384,4096
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_repeated,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,csm_chained,2,2,1,1.0,0.10568186023129791,0.16729120135752779,0.20269313020334376,0.17710392327406738,0.9068897557205549,0.14708130806879993,10.098851714654517,1.6324336282530294,0.0,257737.87668417938,19096830.340237375,0.9139385398326926,nan,16384,8192
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,8512
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_one,2,1,1,0.0,0.596244596278943,0.6740319125713117,0.7145005989710767,0.596244596278943,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,csm_chained,4,4,1,1.0,0.14365367217412234,0.19496815983267546,0.27102803583270263,0.4619813691355531,0.8403666244423427,0.14708130806879993,10.098851714654517,168.11912530662647,0.0,257737.87668417938,19096830.340237375,0.9139385398326926,nan,16384,16384
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,17024
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_one,4,1,1,0.0,0.6092388184825419,0.684436145327801,0.7306426903151568,1.79421999421427,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,csm_chained,8,8,1,1.0,0.19072351936970308,0.2580256216561326,0.2925691075298107,1.1966178533263718,0.7135994769119504,0.14708130806879993,10.098851714654517,1748827.0211215643,0.0,257737.87668417938,19096830.340237375,0.9139385398326926,nan,16384,32768
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,34048
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_one,8,1,1,0.0,0.589269302478836,0.6781407109009672,0.7329171988988458,4.252823569805964,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,csm_chained,16,16,1,1.0,0.24512143514796725,0.27828878009434393,0.2847478276122137,3.0252554697368725,0.534445622795954,0.14708130806879993,10.098851714654517,189200736054084.5,0.0,257737.87668417938,19096830.340237375,0.9139385398326926,nan,16384,65536
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,68096
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.0001,2,16,softmax_one,16,1,1,0.0,0.6248259802057324,0.6820891435172229,0.7768354635169874,8.478450391954805,nan,nan,nan,nan,nan,257737.87668417938,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,csm_chained,1,1,1,1.0,0.1438582739682367,0.17948067454642908,0.1924345653264265,0.1438582739682367,0.7707270235811305,0.20731708228041162,2.959339365085262,0.20731708228041162,0.0,2613.2722627738385,19096830.340237375,0.9139385398326926,nan,16384,4096
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_repeated,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,csm_chained,2,2,1,1.0,0.2116369272709135,0.2540128528952268,0.2947144839363668,0.3554952012391502,0.5276072256895419,0.20731708228041162,2.959339365085262,0.8208386849274539,0.0,2613.2722627738385,19096830.340237375,0.9139385398326926,nan,16384,8192
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,8512
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_one,2,1,1,0.0,0.596244596278943,0.6740319125713117,0.7145005989710767,0.596244596278943,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,csm_chained,4,4,1,0.9375,0.288794820892066,0.3346781354914419,0.35905049644065684,0.9123839364381913,0.2797867197452435,0.20731708228041162,2.959339365085262,8.009488998841217,0.0,2613.2722627738385,19096830.340237375,0.9139385398326926,nan,16384,16384
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,17024
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_one,4,1,1,0.0,0.6092388184825419,0.684436145327801,0.7306426903151568,1.79421999421427,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,csm_chained,8,8,1,0.4375,0.351641966128311,0.41192265975703357,0.47526175052715314,2.2975742298802118,0.09064530466355335,0.20731708228041162,2.959339365085262,622.31426783758,0.0,2613.2722627738385,19096830.340237375,0.9139385398326926,nan,16384,32768
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,34048
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_one,8,1,1,0.0,0.589269302478836,0.6781407109009672,0.7329171988988458,4.252823569805964,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,csm_chained,16,16,1,0.0,0.4414924067065051,0.5047397329252562,0.5510040800738666,5.511528313844576,0.034769238776109296,0.20731708228041162,2.959339365085262,3661354.245290048,0.0,2613.2722627738385,19096830.340237375,0.9139385398326926,nan,16384,65536
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,68096
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.01,2,16,softmax_one,16,1,1,0.0,0.6248259802057324,0.6820891435172229,0.7768354635169874,8.478450391954805,nan,nan,nan,nan,nan,2613.2722627738385,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,csm_chained,1,1,1,1.0,0.23611456026503486,0.2843447504327247,0.3022514685762487,0.23611456026503486,0.49697130945193047,0.3478582005066574,1.1559344022175562,0.3478582005066574,0.0,262.25939039123165,19096830.340237375,0.9139385398326926,nan,16384,4096
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_repeated,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,csm_chained,2,2,1,0.5625,0.3359112983004728,0.3947414765530537,0.4308339718730236,0.5720258585655076,0.17470124097977868,0.3478582005066574,1.1559344022175562,0.7499594615657954,0.0,262.25939039123165,19096830.340237375,0.9139385398326926,nan,16384,8192
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,8512
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_one,2,1,1,0.0,0.596244596278943,0.6740319125713117,0.7145005989710767,0.596244596278943,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,csm_chained,4,4,1,0.0625,0.4065426383507078,0.4521770016423753,0.5341933567888469,1.3720040621370546,0.04643007296890964,0.3478582005066574,1.1559344022175562,1.7520435514172963,0.0,262.25939039123165,19096830.340237375,0.9139385398326926,nan,16384,16384
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,17024
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_one,4,1,1,0.0,0.6092388184825419,0.684436145327801,0.7306426903151568,1.79421999421427,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,csm_chained,8,8,1,0.0625,0.4055236332083447,0.4552186597691869,0.5323750022741147,3.069717627877034,0.02976793237885959,0.3478582005066574,1.1559344022175562,4.880122128550294,0.0,262.25939039123165,19096830.340237375,0.9139385398326926,nan,16384,32768
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,34048
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_one,8,1,1,0.0,0.589269302478836,0.6781407109009672,0.7329171988988458,4.252823569805964,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,csm_chained,16,16,1,0.0,0.45451087586111427,0.5163535970662481,0.5601597656136503,6.512506462817557,0.02758815853247224,0.3478582005066574,1.1559344022175562,20.43606013535572,0.0,262.25939039123165,19096830.340237375,0.9139385398326926,nan,16384,65536
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,68096
random_nonorthogonal,correlated_0.8,permutation,32,32,1.0,at_or_below_capacity,0.1,2,16,softmax_one,16,1,1,0.0,0.6248259802057324,0.6820891435172229,0.7768354635169874,8.478450391954805,nan,nan,nan,nan,nan,262.25939039123165,19096830.340237375,0.9139385398326926,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,csm_chained,1,1,1,1.0,1.0687906582878447e-06,1.8851041411968876e-06,1.963715489645242e-06,1.0687906582878447e-06,0.9999990608123849,1.963715489645242e-06,16.743115502016774,1.963715489645242e-06,0.0,27612.745291515017,27613.045730374415,0.8986352956775395,nan,16384,4096
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_repeated,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,csm_chained,2,2,1,1.0,1.300608207585809e-06,1.9331482226567288e-06,2.1123298550318455e-06,2.3693988658736536e-06,0.9999980413206857,1.963715489645242e-06,16.743115502016774,3.484243074587495e-05,0.0,27612.745291515017,27613.045730374415,0.8986352956775395,nan,16384,8192
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,8512
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_one,2,1,1,0.125,0.5779866574391394,0.7063369935921571,0.7063369935921571,0.5779866574391394,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,csm_chained,4,4,1,1.0,2.0412599239309034e-06,3.4555233875565354e-06,3.5392629849237234e-06,5.830129901659456e-06,0.9999965637345886,1.963715489645242e-06,16.743115502016774,0.009802287824707429,0.0,27612.745291515017,27613.045730374415,0.8986352956775395,nan,16384,16384
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,17024
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_one,4,1,1,0.125,0.6076857479805744,0.7654218248228932,0.7654218248228932,1.7777375702818814,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,csm_chained,8,8,1,1.0,4.4596408943073586e-06,5.988465840298474e-06,6.134321018770432e-06,2.051485554349074e-05,0.9999856946424979,1.963715489645242e-06,16.743115502016774,770.3322318216501,0.0,27612.745291515017,27613.045730374415,0.8986352956775395,nan,16384,32768
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,34048
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_one,8,1,1,0.125,0.6278622203061492,0.7654218248228932,0.7654218248228932,4.289186451506478,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,csm_chained,16,16,1,1.0,8.581122218472543e-06,1.0686241431241917e-05,1.083663036894052e-05,7.457347273158705e-05,0.9999724848362468,1.963715489645242e-06,16.743115502016774,4757384525200.453,0.0,27612.745291515017,27613.045730374415,0.8986352956775395,nan,16384,65536
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,68096
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,1e-08,0,16,softmax_one,16,1,1,0.125,0.6278622203061492,0.7654218248228932,0.7654218248228932,9.312084213955671,nan,nan,nan,nan,nan,27612.745291515017,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,csm_chained,1,1,1,1.0,0.009723594903624245,0.017058040206879357,0.01775639970900896,0.009723594903624245,0.9913079868390264,0.01775639970900896,15.242925812830364,0.01775639970900896,0.0,24903.451036614944,27613.045730374415,0.8986352956775395,nan,16384,4096
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_repeated,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,csm_chained,2,2,1,1.0,0.011761170325597039,0.017281732927182592,0.018959609162645764,0.021484765229221284,0.9824498550422348,0.01775639970900896,15.242925812830364,0.28841588317639516,0.0,24903.451036614944,27613.045730374415,0.8986352956775395,nan,16384,8192
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,8512
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_one,2,1,1,0.125,0.5779866574391394,0.7063369935921571,0.7063369935921571,0.5779866574391394,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,csm_chained,4,4,1,1.0,0.01853480741371499,0.030920995208902118,0.03149333658093392,0.05296243542197346,0.9688166208919011,0.01775639970900896,15.242925812830364,67.30091975572834,0.0,24903.451036614944,27613.045730374415,0.8986352956775395,nan,16384,16384
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,17024
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_one,4,1,1,0.125,0.6076857479805744,0.7654218248228932,0.7654218248228932,1.7777375702818814,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,csm_chained,8,8,1,1.0,0.03899789304580729,0.051889496855431066,0.05352501418839405,0.18290093525174106,0.8797086250176009,0.01775639970900896,15.242925812830364,3633309.4450375238,0.0,24903.451036614944,27613.045730374415,0.8986352956775395,nan,16384,32768
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,34048
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_one,8,1,1,0.125,0.6278622203061492,0.7654218248228932,0.7654218248228932,4.289186451506478,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,csm_chained,16,16,1,1.0,0.07220880775422586,0.0890759181687916,0.09065547954368931,0.644375649401109,0.7889191771894712,0.01775639970900896,15.242925812830364,1.0588856807453664e+16,0.0,24903.451036614944,27613.045730374415,0.8986352956775395,nan,16384,65536
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,68096
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.0001,0,16,softmax_one,16,1,1,0.125,0.6278622203061492,0.7654218248228932,0.7654218248228932,9.312084213955671,nan,nan,nan,nan,nan,24903.451036614944,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.01,0,16,csm_chained,1,1,1,1.0,0.11898054601955016,0.17575590967596563,0.19576109812092748,0.11898054601955016,0.8172566993648228,0.19576109812092748,3.085594202147504,0.19576109812092748,0.0,2325.0828554878085,27613.045730374415,0.8986352956775395,nan,16384,4096
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.01,0,16,softmax_repeated,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,2325.0828554878085,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.01,0,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,2325.0828554878085,27613.045730374415,0.8986352956775395,0.001,16384,4256
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.01,0,16,csm_chained,2,2,1,1.0,0.15676236287643097,0.20652027718734167,0.24886923784844783,0.27574290889598113,0.6934662401840364,0.19576109812092748,3.085594202147504,0.79980040748889,0.0,2325.0828554878085,27613.045730374415,0.8986352956775395,nan,16384,8192
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.01,0,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,2325.0828554878085,27613.045730374415,0.8986352956775395,0.001,16384,8512
random_nonorthogonal,correlated_0.8,many_to_one,32,32,1.0,at_or_below_capacity,0.01,0,16,softmax_one,2,1,1,0.125,0.5779866574391394,0.7063369935921571,0.7063369935921571,0.5779866574391394,nan,nan,nan,nan,nan,2325.0828554878085,27613.045730374415,0.8986352956775395,0.001,16384,4256
