representation,key_condition,graph_regime,d_key,edges,load,capacity_domain,epsilon,seed,starts,method,hops,adaptive_reads,minimum_layer_depth,success_rate,mean_endpoint_error,p90_endpoint_error,maximum_endpoint_error,accumulated_mean_error,mean_confidence,maximum_one_hop_csm_error,read_operator_norm,theorem_error_bound,bound_relative_excess,system_condition_number,key_gram_condition_number,maximum_code_coherence,selected_softmax_temperature,state_bytes,estimated_total_flops
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1570.6591341944968,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,csm_chained,2,2,1,0.5625,0.24584378171068272,0.33895997892905727,0.4237777883183665,0.4173670664040603,0.5058034179740105,0.29608114616459963,3.671381373670333,1.383107951288274,0.0,1570.6591341944968,inf,0.9486130033198891,nan,4096,2048
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1570.6591341944968,inf,0.9486130033198891,0.001,6144,3312
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,softmax_one,2,1,1,0.3125,0.3526220018731062,0.5454130303900682,0.5517460857064037,0.3526220018731062,nan,nan,nan,nan,nan,1570.6591341944968,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,csm_chained,4,4,1,0.5625,0.2588995178330109,0.341741557451831,0.39805360915895405,0.941402236551782,0.3693366210017969,0.29608114616459963,3.671381373670333,20.026076998210513,0.0,1570.6591341944968,inf,0.9486130033198891,nan,4096,4096
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1570.6591341944968,inf,0.9486130033198891,0.001,6144,6624
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,softmax_one,4,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,1.0991031886985687,nan,nan,nan,nan,nan,1570.6591341944968,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,csm_chained,8,8,1,0.6875,0.2403814979903875,0.4048058946642286,0.41809535986797575,1.9158431770898887,0.4236145945400538,0.29608114616459963,3.671381373670333,3658.4548932582666,0.0,1570.6591341944968,inf,0.9486130033198891,nan,4096,8192
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1570.6591341944968,inf,0.9486130033198891,0.001,6144,13248
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,softmax_one,8,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,2.592065562349494,nan,nan,nan,nan,nan,1570.6591341944968,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,csm_chained,16,16,1,0.6875,0.23748105322711607,0.42738659481673796,0.4280579984152764,3.8208040166452837,0.4730600626178735,0.29608114616459963,3.671381373670333,120766606.59115915,0.0,1570.6591341944968,inf,0.9486130033198891,nan,4096,16384
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1570.6591341944968,inf,0.9486130033198891,0.001,6144,26496
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,0,16,softmax_one,16,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,5.577990309651344,nan,nan,nan,nan,nan,1570.6591341944968,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,csm_chained,1,1,1,0.8125,0.17148115440502448,0.2529336421534077,0.2958757537875487,0.17148115440502448,0.6649349770408419,0.2958757537875487,3.6521546224049217,0.2958757537875487,0.0,1558.384960382789,inf,0.9486130033198891,nan,4096,1024
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_repeated,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,csm_chained,2,2,1,0.5625,0.24584296091003496,0.3389017611567602,0.4236878087083521,0.4173241153150594,0.5044601157756796,0.2958757537875487,3.6521546224049217,1.3764597556402853,0.0,1558.384960382789,inf,0.9486130033198891,nan,4096,2048
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,3312
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_one,2,1,1,0.3125,0.3526220018731062,0.5454130303900682,0.5517460857064037,0.3526220018731062,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,csm_chained,4,4,1,0.5625,0.2587790083620041,0.3416829021804247,0.3978747067006542,0.9411753522789479,0.36843168813710503,0.2958757537875487,3.6521546224049217,19.736001222743123,0.0,1558.384960382789,inf,0.9486130033198891,nan,4096,4096
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,6624
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_one,4,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,1.0991031886985687,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,csm_chained,8,8,1,0.6875,0.2402269094964858,0.40483428571062885,0.4180501309686955,1.9150781743572303,0.42330678633892493,0.2958757537875487,3.6521546224049217,3530.937779879909,0.0,1558.384960382789,inf,0.9486130033198891,nan,4096,8192
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,13248
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_one,8,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,2.592065562349494,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,csm_chained,16,16,1,0.6875,0.23730329320652901,0.42745130400434383,0.4281260136090806,3.8186506528372064,0.4732041633003842,0.2958757537875487,3.6521546224049217,111762738.4809266,0.0,1558.384960382789,inf,0.9486130033198891,nan,4096,16384
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,26496
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,0,16,softmax_one,16,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,5.577990309651344,nan,nan,nan,nan,nan,1558.384960382789,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,csm_chained,1,1,1,0.8125,0.17171306268330144,0.27476855004796824,0.28333628130576954,0.17171306268330144,0.6165805641327131,0.28333628130576954,2.6251444812486224,0.28333628130576954,0.0,878.7846879718293,inf,0.9486130033198891,nan,4096,1024
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_repeated,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,csm_chained,2,2,1,0.5625,0.2487050403700985,0.34513864098377933,0.40903563697470213,0.42041810305339994,0.41690329150799743,0.28333628130576954,2.6251444812486224,1.0271349565131176,0.0,878.7846879718293,inf,0.9486130033198891,nan,4096,2048
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,3312
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_one,2,1,1,0.3125,0.3526220018731062,0.5454130303900682,0.5517460857064037,0.3526220018731062,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,csm_chained,4,4,1,0.6875,0.2590146697618909,0.32621743277859394,0.37273579098939014,0.9453027289480671,0.29528384530578405,0.28333628130576954,2.6251444812486224,8.105515896817947,0.0,878.7846879718293,inf,0.9486130033198891,nan,4096,4096
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,6624
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_one,4,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,1.0991031886985687,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,csm_chained,8,8,1,0.6875,0.24324088854030715,0.38443600885833173,0.39230683013306705,1.9300578396896277,0.3522732631190827,0.28333628130576954,2.6251444812486224,393.0459265769459,0.0,878.7846879718293,inf,0.9486130033198891,nan,4096,8192
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,13248
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_one,8,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,2.592065562349494,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,csm_chained,16,16,1,0.6875,0.24701921342889233,0.4076427701473082,0.40814727561167885,3.8828434460979944,0.40869790322792865,0.28333628130576954,2.6251444812486224,886873.1372223875,0.0,878.7846879718293,inf,0.9486130033198891,nan,4096,16384
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,26496
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,0,16,softmax_one,16,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,5.577990309651344,nan,nan,nan,nan,nan,878.7846879718293,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,csm_chained,1,1,1,0.75,0.19928350715249313,0.2838210112372435,0.3358595035962637,0.19928350715249313,0.43766926196806777,0.3358595035962637,1.3010821374138855,0.3358595035962637,0.0,177.72243973681515,inf,0.9486130033198891,nan,4096,1024
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_repeated,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_one,1,1,1,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,csm_chained,2,2,1,0.5,0.2749117966197462,0.3573569206033467,0.36514798113542396,0.4741953037722393,0.19683209697911652,0.3358595035962637,1.3010821374138855,0.7728403044060571,0.0,177.72243973681515,inf,0.9486130033198891,nan,4096,2048
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,3312
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_one,2,1,1,0.3125,0.3526220018731062,0.5454130303900682,0.5517460857064037,0.3526220018731062,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,csm_chained,4,4,1,0.3125,0.30191422492129094,0.3319710122274192,0.33448991146221985,1.0766245112363082,0.1350820954316089,0.3358595035962637,1.3010821374138855,2.0811157543265417,0.0,177.72243973681515,inf,0.9486130033198891,nan,4096,4096
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,6624
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_one,4,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,1.0991031886985687,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,csm_chained,8,8,1,0.3125,0.3052979530575862,0.3264585461037378,0.33365330998708975,2.290610067236254,0.14380913458908767,0.3358595035962637,1.3010821374138855,8.044806229170439,0.0,177.72243973681515,inf,0.9486130033198891,nan,4096,8192
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,13248
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_one,8,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,2.592065562349494,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,csm_chained,16,16,1,0.3125,0.32731501906118465,0.3527104380262649,0.36555544507984694,4.8198358246182025,0.16634201972561724,0.3358595035962637,1.3010821374138855,74.10704749221955,0.0,177.72243973681515,inf,0.9486130033198891,nan,4096,16384
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,26496
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.1,0,16,softmax_one,16,1,1,0.3125,0.3732405934127313,0.595285736664484,0.6514914982552354,5.577990309651344,nan,nan,nan,nan,nan,177.72243973681515,inf,0.9486130033198891,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,csm_chained,1,1,1,0.9375,0.21615978819815157,0.30055092785024834,0.35107870920487294,0.21615978819815157,0.6845537414774991,0.35600727595175446,2.5840954615129808,0.35600727595175446,0.0,648.2035161878911,inf,0.96551673723165,nan,4096,1024
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_repeated,1,1,1,1.0,3.813433585745618e-17,0.0,6.101493737192989e-16,3.813433585745618e-17,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_one,1,1,1,1.0,3.813433585745618e-17,0.0,6.101493737192989e-16,3.813433585745618e-17,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,csm_chained,2,2,1,0.9375,0.20848719583155617,0.2816127218706199,0.48355821295884194,0.42464698402970774,0.5642239964236614,0.35600727595175446,2.5840954615129808,1.2759640620042825,0.0,648.2035161878911,inf,0.96551673723165,nan,4096,2048
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,3.813433585745618e-17,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,3312
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_one,2,1,1,0.125,0.5848696964983421,0.7410705588191238,0.7786439737933568,0.5848696964983421,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,csm_chained,4,4,1,1.0,0.15706109518411648,0.18638428055120032,0.24586817334228186,0.7548446524873257,0.8892876724895789,0.35600727595175446,2.5840954615129808,9.79627706023868,0.0,648.2035161878911,inf,0.96551673723165,nan,4096,4096
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,3.813433585745618e-17,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,6624
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_one,4,1,1,0.125,0.586587285694955,0.7163380568517426,0.7291789698585945,1.7580442678882522,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,csm_chained,8,8,1,1.0,0.1679938387593341,0.17263040540200691,0.18881369673796314,1.4053586912986926,1.2963282599518677,0.35600727595175446,2.5840954615129808,446.60899312584075,0.0,648.2035161878911,inf,0.96551673723165,nan,4096,8192
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,3.813433585745618e-17,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,13248
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_one,8,1,1,0.125,0.586587285694955,0.7163380568517426,0.7291789698585945,4.104393410668072,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,csm_chained,16,16,1,1.0,0.16870276561225914,0.17112460051341388,0.1820048897191289,2.748364622235233,1.1858450505824734,0.35600727595175446,2.5840954615129808,888411.6957234036,0.0,648.2035161878911,inf,0.96551673723165,nan,4096,16384
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,3.813433585745618e-17,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,26496
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,1e-08,1,16,softmax_one,16,1,1,0.125,0.586587285694955,0.7163380568517426,0.7291789698585945,8.797091696227712,nan,nan,nan,nan,nan,648.2035161878911,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,csm_chained,1,1,1,0.9375,0.21614670516459136,0.30059427022028784,0.3510591176308638,0.21614670516459136,0.6840008469175484,0.3559790782184047,2.581497286809677,0.3559790782184047,0.0,646.0933059550539,inf,0.96551673723165,nan,4096,1024
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_repeated,1,1,1,1.0,3.813433585745618e-17,0.0,6.101493737192989e-16,3.813433585745618e-17,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_one,1,1,1,1.0,3.813433585745618e-17,0.0,6.101493737192989e-16,3.813433585745618e-17,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,csm_chained,2,2,1,0.9375,0.2083816800006833,0.2816422165206156,0.4833388172020189,0.4245283851652747,0.5633408563222742,0.3559790782184047,2.581497286809677,1.2749381028002262,0.0,646.0933059550539,inf,0.96551673723165,nan,4096,2048
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,3.813433585745618e-17,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,3312
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_one,2,1,1,0.125,0.5848696964983421,0.7410705588191238,0.7786439737933568,0.5848696964983421,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,csm_chained,4,4,1,1.0,0.15655789341065168,0.18630606417572887,0.2445499389992173,0.7540273301532718,0.8865140242132478,0.3559790782184047,2.581497286809677,9.771289120225422,0.0,646.0933059550539,inf,0.96551673723165,nan,4096,4096
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_repeated,4,4,4,1.0,0.0,0.0,0.0,3.813433585745618e-17,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,6624
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_one,4,1,1,0.125,0.586587285694955,0.7163380568517426,0.7291789698585945,1.7580442678882522,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,csm_chained,8,8,1,1.0,0.16703061883380052,0.17150827066560953,0.1874808060997709,1.400988222560172,1.289580795587855,0.3559790782184047,2.581497286809677,443.72015276062496,0.0,646.0933059550539,inf,0.96551673723165,nan,4096,8192
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_repeated,8,8,8,1.0,0.0,0.0,0.0,3.813433585745618e-17,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,13248
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_one,8,1,1,0.125,0.586587285694955,0.7163380568517426,0.7291789698585945,4.104393410668072,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,csm_chained,16,16,1,1.0,0.1681674674322659,0.17082761964938187,0.18204791110920385,2.7377571155870752,1.1776795534510438,0.3559790782184047,2.581497286809677,875593.8011175182,0.0,646.0933059550539,inf,0.96551673723165,nan,4096,16384
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_repeated,16,16,16,1.0,0.0,0.0,0.0,3.813433585745618e-17,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,26496
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.0001,1,16,softmax_one,16,1,1,0.125,0.586587285694955,0.7163380568517426,0.7291789698585945,8.797091696227712,nan,nan,nan,nan,nan,646.0933059550539,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,1,16,csm_chained,1,1,1,0.9375,0.21650382446946081,0.30468743837621437,0.3499299909955991,0.21650382446946081,0.6373897083843886,0.355708984969462,2.362566980675846,0.355708984969462,0.0,488.6643840308083,inf,0.96551673723165,nan,4096,1024
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,1,16,softmax_repeated,1,1,1,1.0,3.813433585745618e-17,0.0,6.101493737192989e-16,3.813433585745618e-17,nan,nan,nan,nan,nan,488.6643840308083,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,1,16,softmax_one,1,1,1,1.0,3.813433585745618e-17,0.0,6.101493737192989e-16,3.813433585745618e-17,nan,nan,nan,nan,nan,488.6643840308083,inf,0.96551673723165,0.001,6144,1656
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,1,16,csm_chained,2,2,1,0.9375,0.20290734679570466,0.28612418562105757,0.4638397077406989,0.41941117126516547,0.49045990038560006,0.355708984969462,2.362566980675846,1.1960952875880337,0.0,488.6643840308083,inf,0.96551673723165,nan,4096,2048
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,1,16,softmax_repeated,2,2,2,1.0,0.0,0.0,0.0,3.813433585745618e-17,nan,nan,nan,nan,nan,488.6643840308083,inf,0.96551673723165,0.001,6144,3312
random_nonorthogonal,correlated_0.8,many_to_one,16,24,1.5,over_capacity,0.01,1,16,softmax_one,2,1,1,0.125,0.5848696964983421,0.7410705588191238,0.7786439737933568,0.5848696964983421,nan,nan,nan,nan,nan,488.6643840308083,inf,0.96551673723165,0.001,6144,1656
