temperature,target_attention_weight,gate,remote_error,local_error,full_residual_error,bayes_routed_error
1.0,0.14517208260182307,0.32458003056623735,2.5000000003843184,2.4388359920303575,2.1370697937848435,2.38220010283285
2.0,0.2928874379360726,0.32208642743101024,2.5000000003843184,2.0127796280300445,1.7677814053978256,2.264162329026565
4.0,0.6861443732617633,0.16869498537624722,2.5000000003843184,0.8901690976675034,0.784639066948497,2.210627212803377
8.0,0.977274357515874,0.11414962605257419,2.5000000003843184,0.06412791742500394,0.05681410621716015,2.2211112441882133
16.0,0.9998908680939036,0.11101471158436375,2.5000000003843184,0.0003056020784731669,0.0002728297652681991,2.222493509498447
32.0,0.9999999958934529,0.11099932783511778,2.5000000003843184,1.1384770263869658e-08,1.026636773398624e-08,2.2225016818934247
64.0,1.0,0.11099932724317528,2.5000000003843184,0.0,0.0,2.222501682233721
hard_one_hot,1.0,1.0,2.5000000003843184,0.0,0.0,0.0
