architecture,step,tokens,loss,gradient_norm,learning_rate,seed
transformer,6100,99942400,1.1517584323883057,0.5135143995285034,3.0000178049513383e-05,0
transformer,6104,100007936,1.1408175230026245,0.4916630685329437,2.9999999999999997e-05,0
csm,1,16384,5.616638660430908,6.811832427978516,2e-06,0
csm,100,1638400,3.46866512298584,0.40043067932128906,0.00010099999999999999,0
csm,200,3276800,3.0274434089660645,2.708047866821289,0.000201,0
csm,300,4915200,2.944533109664917,21.124263763427734,0.0003,0
csm,400,6553600,2.644230365753174,3.6325032711029053,0.0002998022154774558,0
csm,500,8192000,2.4389901161193848,1.7665237188339233,0.00029920944144637694,0
csm,600,9830400,2.3402724266052246,3.2417070865631104,0.00029822341481829974,0
csm,700,11468800,2.289484739303589,2.0251619815826416,0.000296847024790348,0
csm,800,13107200,2.0240702629089355,2.619004249572754,0.0002950843043794774,0
csm,900,14745600,1.9568811655044556,1.3719627857208252,0.0002929404186051671,0
csm,1000,16384000,1.8471653461456299,1.1677933931350708,0.00029042164935518395,0
csm,1100,18022400,1.7284036874771118,1.0051788091659546,0.00028753537697876505,0
csm,1200,19660800,1.6934138536453247,1.0917832851409912,0.0002842900586611535,0
csm,1300,21299200,1.6757344007492065,1.6320838928222656,0.00028069520364285217,0
csm,1400,22937600,1.599845051765442,1.0978481769561768,0.000276761345356208,0
csm,1500,24576000,1.5136337280273438,0.7887343168258667,0.0002725000105609687,0
csm,1600,26214400,1.4449535608291626,0.667790949344635,0.00026792368556925104,0
csm,1700,27852800,1.4564330577850342,0.8978831171989441,0.00026304577965888465,0
csm,1800,29491200,1.4320893287658691,0.6402409672737122,0.000257880585782336,0
csm,1900,31129600,1.438178300857544,0.6650452613830566,0.0002524432386863418,0
csm,2000,32768000,1.314172625541687,0.7587473392486572,0.00024674967056496547,0
csm,2100,34406400,1.3887598514556885,0.6665048003196716,0.00024081656437602135,0
csm,2200,36044800,1.3278695344924927,0.6253935098648071,0.00023466130495765428,0
csm,2300,37683200,1.3616946935653687,0.6848861575126648,0.00022830192808831167,0
csm,2400,39321600,1.2991572618484497,0.618406355381012,0.00022175706763936804,0
csm,2500,40960000,1.3293557167053223,0.6550599336624146,0.00021504590097525317,0
csm,2600,42598400,1.324681043624878,0.6148498058319092,0.00020818809276106897,0
csm,2700,44236800,1.3426687717437744,0.8229628205299377,0.00020120373734234645,0
csm,2800,45875200,1.2722923755645752,0.6099596619606018,0.0001941132998657784,0
csm,2900,47513600,1.2510902881622314,0.5645577907562256,0.00018693755631345283,0
csm,3000,49152000,1.2273589372634888,0.49558475613594055,0.00017969753262629407,0
csm,3100,50790400,1.250798225402832,0.5621456503868103,0.0001724144430950898,0
csm,3200,52428800,1.2021757364273071,0.48627856373786926,0.00016510962819962639,0
csm,3300,54067200,1.268864393234253,0.6208609342575073,0.0001578044920780723,0
csm,3400,55705600,1.2646679878234863,0.505402147769928,0.0001505204398098338,0
csm,3500,57344000,1.300504207611084,0.5595450401306152,0.00014327881469565249,0
csm,3600,58982400,1.2208590507507324,0.6018625497817993,0.00013610083571872326,0
csm,3700,60620800,1.2222034931182861,0.48350274562835693,0.00012900753537007986,0
csm,3800,62259200,1.2459745407104492,0.5000113844871521,0.00012201969802042932,0
csm,3900,63897600,1.2337555885314941,0.5244367122650146,0.0001151577990190132,0
csm,4000,65536000,1.2239962816238403,0.4937593638896942,0.00010844194469794638,0
csm,4100,67174400,1.1645232439041138,0.5201669931411743,0.00010189181345782685,0
csm,4200,68812800,1.1657063961029053,0.4847239553928375,9.552659810724608e-05,0
csm,4300,70451200,1.216477394104004,0.5161211490631104,8.936494962515236e-05,0
csm,4400,72089600,1.1722131967544556,0.4764808714389801,8.342492251085105e-05,0
csm,4500,73728000,1.1980432271957397,0.4756670594215393,7.772392188177478e-05,0
csm,4600,75366400,1.1517143249511719,0.4717532992362976,7.227865247403391e-05,0
csm,4700,77004800,1.1904096603393555,0.5537329912185669,6.710506969518295e-05,0
csm,4800,78643200,1.2067694664001465,0.5041372179985046,6.221833287262574e-05,0
csm,4900,80281600,1.2125415802001953,0.5107013583183289,5.763276083464741e-05,0
csm,5000,81920000,1.1679039001464844,0.50702303647995,5.336178995422762e-05,0
csm,5100,83558400,1.1918830871582031,0.5164726376533508,4.9417934778572044e-05,0
csm,5200,85196800,1.1860592365264893,0.49664390087127686,4.581275135972358e-05,0
csm,5300,86835200,1.167752981185913,0.5679706335067749,4.2556803393699776e-05,0
csm,5400,88473600,1.1949342489242554,0.5386724472045898,3.965963126737308e-05,0
csm,5500,90112000,1.1514438390731812,0.4932413697242737,3.712972410379133e-05,0
csm,5600,91750400,1.1294490098953247,0.5004541277885437,3.497449488784985e-05,0
csm,5700,93388800,1.1385807991027832,0.4921255111694336,3.320025874519967e-05,0
csm,5800,95027200,1.1395463943481445,0.4730275869369507,3.181221443803868e-05,0
csm,5900,96665600,1.1320688724517822,0.4967055916786194,3.0814429132004806e-05,0
csm,6000,98304000,1.1823748350143433,0.5450917482376099,3.020982647880704e-05,0
csm,6100,99942400,1.157097339630127,0.5291653275489807,3.0000178049513383e-05,0
csm,6104,100007936,1.136805534362793,0.5173915028572083,2.9999999999999997e-05,0
transformer,1,16384,5.618760108947754,7.157610893249512,2e-06,1
transformer,100,1638400,3.3325603008270264,0.32083386182785034,0.00010099999999999999,1
transformer,200,3276800,3.3060462474823,0.9616965651512146,0.000201,1
transformer,300,4915200,2.6720190048217773,2.222072124481201,0.0003,1
transformer,400,6553600,2.439271926879883,1.2016819715499878,0.0002998022154774558,1
transformer,500,8192000,2.163655996322632,0.9952618479728699,0.00029920944144637694,1
transformer,600,9830400,2.020023822784424,1.3347787857055664,0.00029822341481829974,1
transformer,700,11468800,1.8575750589370728,0.8115630149841309,0.000296847024790348,1
transformer,800,13107200,1.7082741260528564,0.7538132667541504,0.0002950843043794774,1
transformer,900,14745600,1.6059294939041138,0.752998411655426,0.0002929404186051671,1
transformer,1000,16384000,1.5603599548339844,0.6739363670349121,0.00029042164935518395,1
transformer,1100,18022400,1.4446972608566284,0.7132392525672913,0.00028753537697876505,1
transformer,1200,19660800,1.4445276260375977,0.7510159015655518,0.0002842900586611535,1
transformer,1300,21299200,1.462104082107544,0.6506146788597107,0.00028069520364285217,1
transformer,1400,22937600,1.3690531253814697,0.7031951546669006,0.000276761345356208,1
transformer,1500,24576000,1.3937876224517822,0.724840521812439,0.0002725000105609687,1
transformer,1600,26214400,1.3122625350952148,0.56644606590271,0.00026792368556925104,1
transformer,1700,27852800,1.3997505903244019,0.7562729120254517,0.00026304577965888465,1
transformer,1800,29491200,1.321326494216919,0.5430065393447876,0.000257880585782336,1
transformer,1900,31129600,1.3278160095214844,0.5610278248786926,0.0002524432386863418,1
transformer,2000,32768000,1.3657605648040771,0.5915156602859497,0.00024674967056496547,1
transformer,2100,34406400,1.331797480583191,0.6144318580627441,0.00024081656437602135,1
transformer,2200,36044800,1.2990738153457642,0.5465041399002075,0.00023466130495765428,1
transformer,2300,37683200,1.3066580295562744,0.5642147064208984,0.00022830192808831167,1
transformer,2400,39321600,1.2907836437225342,0.5309039950370789,0.00022175706763936804,1
transformer,2500,40960000,1.3051398992538452,0.48959866166114807,0.00021504590097525317,1
transformer,2600,42598400,1.2719216346740723,0.4851330518722534,0.00020818809276106897,1
transformer,2700,44236800,1.2502622604370117,0.485454797744751,0.00020120373734234645,1
transformer,2800,45875200,1.283915638923645,0.5441203713417053,0.0001941132998657784,1
transformer,2900,47513600,1.1946325302124023,0.512890636920929,0.00018693755631345283,1
transformer,3000,49152000,1.2356152534484863,0.5141386389732361,0.00017969753262629407,1
transformer,3100,50790400,1.2507216930389404,0.488264262676239,0.0001724144430950898,1
transformer,3200,52428800,1.2033274173736572,0.48113813996315,0.00016510962819962639,1
transformer,3300,54067200,1.2407095432281494,0.47681087255477905,0.0001578044920780723,1
transformer,3400,55705600,1.171770453453064,0.5157870650291443,0.0001505204398098338,1
transformer,3500,57344000,1.2404440641403198,0.5074061155319214,0.00014327881469565249,1
transformer,3600,58982400,1.191310167312622,0.4637075960636139,0.00013610083571872326,1
transformer,3700,60620800,1.2013988494873047,0.4733719229698181,0.00012900753537007986,1
transformer,3800,62259200,1.2075300216674805,0.47003674507141113,0.00012201969802042932,1
transformer,3900,63897600,1.1793808937072754,0.4854980409145355,0.0001151577990190132,1
transformer,4000,65536000,1.1656440496444702,0.46546313166618347,0.00010844194469794638,1
transformer,4100,67174400,1.186185359954834,0.4544490575790405,0.00010189181345782685,1
transformer,4200,68812800,1.1955466270446777,0.44882097840309143,9.552659810724608e-05,1
transformer,4300,70451200,1.167973518371582,0.4476460814476013,8.936494962515236e-05,1
transformer,4400,72089600,1.171802043914795,0.4266703426837921,8.342492251085105e-05,1
transformer,4500,73728000,1.1673638820648193,0.46373817324638367,7.772392188177478e-05,1
transformer,4600,75366400,1.18499755859375,0.47961291670799255,7.227865247403391e-05,1
transformer,4700,77004800,1.2077507972717285,0.47761616110801697,6.710506969518295e-05,1
transformer,4800,78643200,1.1193561553955078,0.4387848377227783,6.221833287262574e-05,1
transformer,4900,80281600,1.1914517879486084,0.4965265691280365,5.763276083464741e-05,1
transformer,5000,81920000,1.1461997032165527,0.4444826543331146,5.336178995422762e-05,1
transformer,5100,83558400,1.1792161464691162,0.46943482756614685,4.9417934778572044e-05,1
transformer,5200,85196800,1.1440790891647339,0.4534183740615845,4.581275135972358e-05,1
transformer,5300,86835200,1.1592645645141602,0.4805445671081543,4.2556803393699776e-05,1
transformer,5400,88473600,1.1830005645751953,0.48613759875297546,3.965963126737308e-05,1
transformer,5500,90112000,1.1383395195007324,0.46740320324897766,3.712972410379133e-05,1
transformer,5600,91750400,1.1331859827041626,0.4634688198566437,3.497449488784985e-05,1
transformer,5700,93388800,1.1270990371704102,0.4731028378009796,3.320025874519967e-05,1
transformer,5800,95027200,1.124675989151001,0.4728098511695862,3.181221443803868e-05,1
transformer,5900,96665600,1.1433336734771729,0.4714576303958893,3.0814429132004806e-05,1
transformer,6000,98304000,1.1321117877960205,0.4740198850631714,3.020982647880704e-05,1
transformer,6100,99942400,1.1740639209747314,0.4852900207042694,3.0000178049513383e-05,1
transformer,6104,100007936,1.154657006263733,0.4836757183074951,2.9999999999999997e-05,1
csm,1,16384,5.665126800537109,6.932105541229248,2e-06,1
csm,100,1638400,3.47479248046875,0.28711992502212524,0.00010099999999999999,1
csm,200,3276800,3.052001476287842,4.0838704109191895,0.000201,1
csm,300,4915200,3.0250773429870605,8.467007637023926,0.0003,1
csm,400,6553600,2.6413822174072266,9.338329315185547,0.0002998022154774558,1
csm,500,8192000,2.552365303039551,2.4212143421173096,0.00029920944144637694,1
csm,600,9830400,2.4803829193115234,3.5648691654205322,0.00029822341481829974,1
csm,700,11468800,2.3909010887145996,2.0027220249176025,0.000296847024790348,1
csm,800,13107200,2.256045341491699,2.310636281967163,0.0002950843043794774,1
csm,900,14745600,2.147848129272461,5.026358604431152,0.0002929404186051671,1
csm,1000,16384000,1.9932457208633423,2.3739964962005615,0.00029042164935518395,1
csm,1100,18022400,1.867695689201355,1.2223715782165527,0.00028753537697876505,1
csm,1200,19660800,1.750938892364502,1.3761111497879028,0.0002842900586611535,1
csm,1300,21299200,1.7427875995635986,2.1682751178741455,0.00028069520364285217,1
csm,1400,22937600,1.6549454927444458,1.0095648765563965,0.000276761345356208,1
csm,1500,24576000,1.5933482646942139,1.0987752676010132,0.0002725000105609687,1
csm,1600,26214400,1.5012985467910767,0.8936691880226135,0.00026792368556925104,1
csm,1700,27852800,1.5088567733764648,1.3509342670440674,0.00026304577965888465,1
csm,1800,29491200,1.4682869911193848,1.0827969312667847,0.000257880585782336,1
csm,1900,31129600,1.4161736965179443,0.7872979640960693,0.0002524432386863418,1
csm,2000,32768000,1.4112330675125122,0.7028504014015198,0.00024674967056496547,1
csm,2100,34406400,1.3911564350128174,0.6235215663909912,0.00024081656437602135,1
csm,2200,36044800,1.3677114248275757,0.6082422733306885,0.00023466130495765428,1
csm,2300,37683200,1.3064897060394287,0.6471958160400391,0.00022830192808831167,1
csm,2400,39321600,1.3404273986816406,0.7800676822662354,0.00022175706763936804,1
csm,2500,40960000,1.3091514110565186,0.6364793181419373,0.00021504590097525317,1
csm,2600,42598400,1.3431674242019653,0.7322729825973511,0.00020818809276106897,1
csm,2700,44236800,1.2917239665985107,0.6819790601730347,0.00020120373734234645,1
csm,2800,45875200,1.2737171649932861,0.639655351638794,0.0001941132998657784,1
csm,2900,47513600,1.31190824508667,0.5391308069229126,0.00018693755631345283,1
csm,3000,49152000,1.2358098030090332,0.650566577911377,0.00017969753262629407,1
csm,3100,50790400,1.2813894748687744,0.6361899971961975,0.0001724144430950898,1
csm,3200,52428800,1.254990816116333,0.5302708148956299,0.00016510962819962639,1
csm,3300,54067200,1.3076120615005493,0.582774817943573,0.0001578044920780723,1
csm,3400,55705600,1.2326771020889282,0.6109521985054016,0.0001505204398098338,1
csm,3500,57344000,1.27791166305542,0.6019350290298462,0.00014327881469565249,1
csm,3600,58982400,1.2480770349502563,0.5264695882797241,0.00013610083571872326,1
csm,3700,60620800,1.2393083572387695,0.4986427128314972,0.00012900753537007986,1
csm,3800,62259200,1.1644270420074463,0.5652799010276794,0.00012201969802042932,1
csm,3900,63897600,1.2135374546051025,0.5166860818862915,0.0001151577990190132,1
csm,4000,65536000,1.209085464477539,0.534978449344635,0.00010844194469794638,1
csm,4100,67174400,1.2134722471237183,0.5376887917518616,0.00010189181345782685,1
csm,4200,68812800,1.2533105611801147,0.4973510801792145,9.552659810724608e-05,1
csm,4300,70451200,1.2117936611175537,0.548625111579895,8.936494962515236e-05,1
csm,4400,72089600,1.1849315166473389,0.5416095852851868,8.342492251085105e-05,1
csm,4500,73728000,1.1898690462112427,0.5768143534660339,7.772392188177478e-05,1
csm,4600,75366400,1.2004034519195557,0.5408523082733154,7.227865247403391e-05,1
csm,4700,77004800,1.1760170459747314,0.5436865091323853,6.710506969518295e-05,1
csm,4800,78643200,1.176424264907837,0.505191445350647,6.221833287262574e-05,1
csm,4900,80281600,1.2120158672332764,0.5588849186897278,5.763276083464741e-05,1
csm,5000,81920000,1.1446342468261719,0.5851072072982788,5.336178995422762e-05,1
csm,5100,83558400,1.2210218906402588,0.5978015065193176,4.9417934778572044e-05,1
csm,5200,85196800,1.1154431104660034,0.5176735520362854,4.581275135972358e-05,1
csm,5300,86835200,1.2048559188842773,0.5323001146316528,4.2556803393699776e-05,1
csm,5400,88473600,1.2022125720977783,0.5332196950912476,3.965963126737308e-05,1
csm,5500,90112000,1.1391143798828125,0.47148340940475464,3.712972410379133e-05,1
csm,5600,91750400,1.1603800058364868,0.4966076910495758,3.497449488784985e-05,1
csm,5700,93388800,1.1879842281341553,0.5739131569862366,3.320025874519967e-05,1
csm,5800,95027200,1.177729606628418,0.5128166675567627,3.181221443803868e-05,1
csm,5900,96665600,1.1680848598480225,0.5598325133323669,3.0814429132004806e-05,1
csm,6000,98304000,1.1741845607757568,0.5240877866744995,3.020982647880704e-05,1
csm,6100,99942400,1.1618934869766235,0.53471440076828,3.0000178049513383e-05,1
csm,6104,100007936,1.1436493396759033,0.5611425042152405,2.9999999999999997e-05,1
transformer,1,16384,5.495426177978516,7.4498772621154785,2e-06,2
transformer,100,1638400,3.3392672538757324,0.38998985290527344,0.00010099999999999999,2
transformer,200,3276800,3.2096872329711914,1.0312283039093018,0.000201,2
transformer,300,4915200,2.669536590576172,1.3932527303695679,0.0003,2
transformer,400,6553600,2.3822193145751953,1.1881517171859741,0.0002998022154774558,2
transformer,500,8192000,2.0711779594421387,1.0511441230773926,0.00029920944144637694,2
transformer,600,9830400,1.953902244567871,1.0063382387161255,0.00029822341481829974,2
transformer,700,11468800,1.833511471748352,0.8622555136680603,0.000296847024790348,2
transformer,800,13107200,1.7398473024368286,0.8372371196746826,0.0002950843043794774,2
transformer,900,14745600,1.6610143184661865,1.0373258590698242,0.0002929404186051671,2
transformer,1000,16384000,1.5955702066421509,0.7204110622406006,0.00029042164935518395,2
transformer,1100,18022400,1.4720630645751953,0.7776254415512085,0.00028753537697876505,2
transformer,1200,19660800,1.4307761192321777,0.7038202881813049,0.0002842900586611535,2
transformer,1300,21299200,1.4029114246368408,0.5708169341087341,0.00028069520364285217,2
transformer,1400,22937600,1.3815796375274658,0.6062636375427246,0.000276761345356208,2
transformer,1500,24576000,1.390878677368164,0.5966548919677734,0.0002725000105609687,2
transformer,1600,26214400,1.3437139987945557,0.5796368718147278,0.00026792368556925104,2
transformer,1700,27852800,1.3451168537139893,0.6020317673683167,0.00026304577965888465,2
transformer,1800,29491200,1.315352201461792,0.5393332242965698,0.000257880585782336,2
transformer,1900,31129600,1.3202861547470093,0.5655214190483093,0.0002524432386863418,2
transformer,2000,32768000,1.3289687633514404,0.48861196637153625,0.00024674967056496547,2
transformer,2100,34406400,1.2455605268478394,0.4784553647041321,0.00024081656437602135,2
transformer,2200,36044800,1.3071422576904297,0.49662262201309204,0.00023466130495765428,2
transformer,2300,37683200,1.273146152496338,0.5209259986877441,0.00022830192808831167,2
transformer,2400,39321600,1.3628520965576172,0.5207831859588623,0.00022175706763936804,2
transformer,2500,40960000,1.278362512588501,0.49575069546699524,0.00021504590097525317,2
transformer,2600,42598400,1.2915325164794922,0.4774615466594696,0.00020818809276106897,2
transformer,2700,44236800,1.2584929466247559,0.4705710709095001,0.00020120373734234645,2
transformer,2800,45875200,1.2760382890701294,0.509277880191803,0.0001941132998657784,2
transformer,2900,47513600,1.2455394268035889,0.4840957522392273,0.00018693755631345283,2
transformer,3000,49152000,1.2552802562713623,0.48013386130332947,0.00017969753262629407,2
transformer,3100,50790400,1.248377799987793,0.4549114406108856,0.0001724144430950898,2
transformer,3200,52428800,1.195802927017212,0.4467511475086212,0.00016510962819962639,2
transformer,3300,54067200,1.2205548286437988,0.41492947936058044,0.0001578044920780723,2
transformer,3400,55705600,1.2294505834579468,0.43786612153053284,0.0001505204398098338,2
transformer,3500,57344000,1.211702823638916,0.46567797660827637,0.00014327881469565249,2
transformer,3600,58982400,1.1908769607543945,0.4770635962486267,0.00013610083571872326,2
transformer,3700,60620800,1.1854956150054932,0.4763231873512268,0.00012900753537007986,2
transformer,3800,62259200,1.2560193538665771,0.47313010692596436,0.00012201969802042932,2
transformer,3900,63897600,1.1847896575927734,0.43969085812568665,0.0001151577990190132,2
transformer,4000,65536000,1.2175437211990356,0.4546535611152649,0.00010844194469794638,2
transformer,4100,67174400,1.1871126890182495,0.4495827853679657,0.00010189181345782685,2
transformer,4200,68812800,1.1972835063934326,0.44565698504447937,9.552659810724608e-05,2
transformer,4300,70451200,1.1997532844543457,0.466555655002594,8.936494962515236e-05,2
transformer,4400,72089600,1.1692827939987183,0.43451547622680664,8.342492251085105e-05,2
transformer,4500,73728000,1.172523856163025,0.44674918055534363,7.772392188177478e-05,2
transformer,4600,75366400,1.1571193933486938,0.4372585713863373,7.227865247403391e-05,2
transformer,4700,77004800,1.1661834716796875,0.4585663676261902,6.710506969518295e-05,2
transformer,4800,78643200,1.1994397640228271,0.47524696588516235,6.221833287262574e-05,2
transformer,4900,80281600,1.1605005264282227,0.4529363214969635,5.763276083464741e-05,2
transformer,5000,81920000,1.1763334274291992,0.4765097498893738,5.336178995422762e-05,2
transformer,5100,83558400,1.1292476654052734,0.4568587839603424,4.9417934778572044e-05,2
transformer,5200,85196800,1.173723816871643,0.484269917011261,4.581275135972358e-05,2
transformer,5300,86835200,1.1620261669158936,0.47733086347579956,4.2556803393699776e-05,2
transformer,5400,88473600,1.1433665752410889,0.45604172348976135,3.965963126737308e-05,2
transformer,5500,90112000,1.191390037536621,0.49238070845603943,3.712972410379133e-05,2
transformer,5600,91750400,1.141789197921753,0.4647082984447479,3.497449488784985e-05,2
transformer,5700,93388800,1.1566739082336426,0.463493287563324,3.320025874519967e-05,2
transformer,5800,95027200,1.1480634212493896,0.48193857073783875,3.181221443803868e-05,2
transformer,5900,96665600,1.1332473754882812,0.47390034794807434,3.0814429132004806e-05,2
transformer,6000,98304000,1.1430202722549438,0.46251001954078674,3.020982647880704e-05,2
transformer,6100,99942400,1.101946234703064,0.4487420618534088,3.0000178049513383e-05,2
transformer,6104,100007936,1.1039389371871948,0.4609246253967285,2.9999999999999997e-05,2
csm,1,16384,5.677433967590332,7.268126964569092,2e-06,2
csm,100,1638400,3.4461987018585205,0.6705226302146912,0.00010099999999999999,2
csm,200,3276800,3.0811984539031982,5.800439834594727,0.000201,2
csm,300,4915200,2.853414535522461,3.9657557010650635,0.0003,2
csm,400,6553600,2.6885414123535156,11.547762870788574,0.0002998022154774558,2
csm,500,8192000,2.557758331298828,4.8859944343566895,0.00029920944144637694,2
csm,600,9830400,2.48410701751709,2.767444133758545,0.00029822341481829974,2
csm,700,11468800,2.3616766929626465,2.62954044342041,0.000296847024790348,2
csm,800,13107200,2.252361536026001,1.5791009664535522,0.0002950843043794774,2
csm,900,14745600,2.2044568061828613,1.02595055103302,0.0002929404186051671,2
csm,1000,16384000,2.0394492149353027,3.083387613296509,0.00029042164935518395,2
csm,1100,18022400,1.983589768409729,2.6948797702789307,0.00028753537697876505,2
csm,1200,19660800,1.8834316730499268,2.0106630325317383,0.0002842900586611535,2
csm,1300,21299200,1.820284366607666,1.1041324138641357,0.00028069520364285217,2
csm,1400,22937600,1.666307806968689,1.4039362668991089,0.000276761345356208,2
csm,1500,24576000,1.6735479831695557,0.8243906497955322,0.0002725000105609687,2
csm,1600,26214400,1.6343228816986084,1.1271378993988037,0.00026792368556925104,2
csm,1700,27852800,1.560603141784668,0.8874870538711548,0.00026304577965888465,2
csm,1800,29491200,1.4831550121307373,0.8145049214363098,0.000257880585782336,2
csm,1900,31129600,1.3747165203094482,1.0613479614257812,0.0002524432386863418,2
csm,2000,32768000,1.4161889553070068,0.7617040276527405,0.00024674967056496547,2
csm,2100,34406400,1.4133388996124268,0.8458646535873413,0.00024081656437602135,2
csm,2200,36044800,1.406294345855713,0.616681694984436,0.00023466130495765428,2
csm,2300,37683200,1.4077208042144775,0.6584310531616211,0.00022830192808831167,2
csm,2400,39321600,1.3340599536895752,0.7272577881813049,0.00022175706763936804,2
csm,2500,40960000,1.3975239992141724,0.6759636402130127,0.00021504590097525317,2
csm,2600,42598400,1.4192224740982056,0.6458423733711243,0.00020818809276106897,2
csm,2700,44236800,1.2832003831863403,0.6377394795417786,0.00020120373734234645,2
csm,2800,45875200,1.280596375465393,0.5557411313056946,0.0001941132998657784,2
csm,2900,47513600,1.3080308437347412,0.6268625855445862,0.00018693755631345283,2
csm,3000,49152000,1.275010108947754,0.751549482345581,0.00017969753262629407,2
csm,3100,50790400,1.2525205612182617,0.558763325214386,0.0001724144430950898,2
csm,3200,52428800,1.300006628036499,0.5707704424858093,0.00016510962819962639,2
