data_model,pattern,sigmas,seed,method,squared_error,weighted_to_analytic_error,gaussian_expected_weighted_risk,gaussian_expected_uniform_risk
laplace,1,0.1;0.3;1.0;2.0,15,uniform_csm,0.7227822414579852,nan,nan,nan
laplace,1,0.1;0.3;1.0;2.0,15,analytic_precision_mean,0.04598514640277019,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,0,precision_weighted_csm,0.07341490001319596,3.08374774001618e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,0,uniform_csm,2.7212520442696575,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,0,analytic_precision_mean,0.07341489985693331,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,1,precision_weighted_csm,0.11522732205231404,4.0405372255119897e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,1,uniform_csm,0.025330629821392097,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,1,analytic_precision_mean,0.11522732211052589,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,2,precision_weighted_csm,0.028030407838203226,3.984644343894056e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,2,uniform_csm,0.676383083752228,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,2,analytic_precision_mean,0.02803040787967482,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,3,precision_weighted_csm,0.043772703198762905,2.0162530952816612e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,3,uniform_csm,0.9651629644368949,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,3,analytic_precision_mean,0.04377270327171499,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,4,precision_weighted_csm,0.10619417558984073,2.6990564539167265e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,4,uniform_csm,1.23354208624588,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,4,analytic_precision_mean,0.10619417564821486,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,5,precision_weighted_csm,0.035346130345520255,3.732894253095863e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,5,uniform_csm,1.5447957938822299,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,5,analytic_precision_mean,0.03534613037492068,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,6,precision_weighted_csm,0.08599145578646578,4.882796279530606e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,6,uniform_csm,0.28878381774669165,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,6,analytic_precision_mean,0.08599145588443083,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,7,precision_weighted_csm,0.07565863608934222,4.043732978865887e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,7,uniform_csm,0.36842431175243273,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,7,analytic_precision_mean,0.07565863607551825,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,8,precision_weighted_csm,0.08232617506625414,4.927918971552585e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,8,uniform_csm,0.5511964941031673,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,8,analytic_precision_mean,0.08232617527120287,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,9,precision_weighted_csm,0.0458760327879268,5.045084669625742e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,9,uniform_csm,0.24810020832392823,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,9,analytic_precision_mean,0.045876032892590665,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,10,precision_weighted_csm,0.04242996539690483,4.6130160663946134e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,10,uniform_csm,0.7145378380490053,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,10,analytic_precision_mean,0.04242996528418777,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,11,precision_weighted_csm,0.027415752046376092,3.395821316654795e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,11,uniform_csm,0.10762234685409329,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,11,analytic_precision_mean,0.027415752109103346,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,12,precision_weighted_csm,0.0027846235157816665,1.8536724088253017e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,12,uniform_csm,0.16611754220760494,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,12,analytic_precision_mean,0.0027846235175172035,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,13,precision_weighted_csm,0.029619211730670884,4.712777703383824e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,13,uniform_csm,0.8110283315194609,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,13,analytic_precision_mean,0.0296192116217612,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,14,precision_weighted_csm,0.011877085041865085,3.0285782251673644e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,14,uniform_csm,0.4228543651765708,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,14,analytic_precision_mean,0.011877084982603406,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,15,precision_weighted_csm,0.0573092994844244,1.8441211090565338e-10,nan,nan
laplace,2,0.2;0.2;1.5;1.5,15,uniform_csm,1.5452851741935545,nan,nan,nan
laplace,2,0.2;0.2;1.5;1.5,15,analytic_precision_mean,0.0573092994759071,nan,nan,nan
student_like,0,0.1;1.0,0,precision_weighted_csm,0.007852012865899247,6.779486492230712e-11,nan,nan
student_like,0,0.1;1.0,0,uniform_csm,0.2740637717545981,nan,nan,nan
student_like,0,0.1;1.0,0,analytic_precision_mean,0.007852012873021738,nan,nan,nan
student_like,0,0.1;1.0,1,precision_weighted_csm,0.004565553301263382,2.5013029050467395e-10,nan,nan
student_like,0,0.1;1.0,1,uniform_csm,0.20317801501309563,nan,nan,nan
student_like,0,0.1;1.0,1,analytic_precision_mean,0.004565553322686179,nan,nan,nan
student_like,0,0.1;1.0,2,precision_weighted_csm,0.0308869379190854,2.871257716832208e-10,nan,nan
student_like,0,0.1;1.0,2,uniform_csm,0.42851788228137067,nan,nan,nan
student_like,0,0.1;1.0,2,analytic_precision_mean,0.030886937881661226,nan,nan,nan
student_like,0,0.1;1.0,3,precision_weighted_csm,0.0706220588157798,2.6586054803394194e-10,nan,nan
student_like,0,0.1;1.0,3,uniform_csm,0.6540622976164726,nan,nan,nan
student_like,0,0.1;1.0,3,analytic_precision_mean,0.07062205879689419,nan,nan,nan
student_like,0,0.1;1.0,4,precision_weighted_csm,0.029625132705310947,1.3658070477571067e-10,nan,nan
student_like,0,0.1;1.0,4,uniform_csm,7.361289171979836,nan,nan,nan
student_like,0,0.1;1.0,4,analytic_precision_mean,0.02962513271810123,nan,nan,nan
student_like,0,0.1;1.0,5,precision_weighted_csm,0.01825267433172257,1.708494307180775e-10,nan,nan
student_like,0,0.1;1.0,5,uniform_csm,0.585552722959749,nan,nan,nan
student_like,0,0.1;1.0,5,analytic_precision_mean,0.018252674355207582,nan,nan,nan
student_like,0,0.1;1.0,6,precision_weighted_csm,0.006786622682723547,1.4515252331466082e-10,nan,nan
student_like,0,0.1;1.0,6,uniform_csm,3.4566621053674553,nan,nan,nan
student_like,0,0.1;1.0,6,analytic_precision_mean,0.006786622703240538,nan,nan,nan
student_like,0,0.1;1.0,7,precision_weighted_csm,0.21099269012181995,1.654859055298848e-10,nan,nan
student_like,0,0.1;1.0,7,uniform_csm,1.4301044776406449,nan,nan,nan
student_like,0,0.1;1.0,7,analytic_precision_mean,0.21099269017795708,nan,nan,nan
student_like,0,0.1;1.0,8,precision_weighted_csm,0.01051403266990995,2.0033745412820934e-10,nan,nan
student_like,0,0.1;1.0,8,uniform_csm,0.6099823699613295,nan,nan,nan
student_like,0,0.1;1.0,8,analytic_precision_mean,0.01051403268514772,nan,nan,nan
student_like,0,0.1;1.0,9,precision_weighted_csm,0.06593405315024936,2.4542440455166867e-10,nan,nan
student_like,0,0.1;1.0,9,uniform_csm,14.495484220163277,nan,nan,nan
student_like,0,0.1;1.0,9,analytic_precision_mean,0.06593405325488148,nan,nan,nan
student_like,0,0.1;1.0,10,precision_weighted_csm,0.027997715775185048,2.0387457590632282e-10,nan,nan
student_like,0,0.1;1.0,10,uniform_csm,0.17095171093444886,nan,nan,nan
student_like,0,0.1;1.0,10,analytic_precision_mean,0.027997715830504068,nan,nan,nan
student_like,0,0.1;1.0,11,precision_weighted_csm,0.210425036229885,2.1673408645223058e-10,nan,nan
student_like,0,0.1;1.0,11,uniform_csm,1.4254651584894544,nan,nan,nan
student_like,0,0.1;1.0,11,analytic_precision_mean,0.21042503634998586,nan,nan,nan
student_like,0,0.1;1.0,12,precision_weighted_csm,0.04427640833949345,2.6731379056683354e-10,nan,nan
student_like,0,0.1;1.0,12,uniform_csm,0.6363493964626177,nan,nan,nan
student_like,0,0.1;1.0,12,analytic_precision_mean,0.04427640826684215,nan,nan,nan
student_like,0,0.1;1.0,13,precision_weighted_csm,0.017607507028365672,6.227430746045069e-11,nan,nan
student_like,0,0.1;1.0,13,uniform_csm,0.7138284005323697,nan,nan,nan
student_like,0,0.1;1.0,13,analytic_precision_mean,0.01760750701842067,nan,nan,nan
student_like,0,0.1;1.0,14,precision_weighted_csm,0.015318704205798006,1.8376168178646983e-10,nan,nan
student_like,0,0.1;1.0,14,uniform_csm,0.3127288618541047,nan,nan,nan
student_like,0,0.1;1.0,14,analytic_precision_mean,0.015318704237381624,nan,nan,nan
student_like,0,0.1;1.0,15,precision_weighted_csm,0.01850467745508787,9.450288578938619e-11,nan,nan
student_like,0,0.1;1.0,15,uniform_csm,0.17523666944423888,nan,nan,nan
student_like,0,0.1;1.0,15,analytic_precision_mean,0.018504677439665503,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,0,precision_weighted_csm,0.06727291463419495,1.370592294550918e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,0,uniform_csm,1.899530275673733,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,0,analytic_precision_mean,0.06727291462114116,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,1,precision_weighted_csm,0.05134492257917274,1.522549781729335e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,1,uniform_csm,0.6770373018406648,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,1,analytic_precision_mean,0.05134492260933422,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,2,precision_weighted_csm,0.02621021472702649,3.245742130284225e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,2,uniform_csm,1.7566118908069495,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,2,analytic_precision_mean,0.02621021477338978,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,3,precision_weighted_csm,0.023416833426299903,1.8520096813521896e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,3,uniform_csm,0.1263107046687981,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,3,analytic_precision_mean,0.0234168333812982,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,4,precision_weighted_csm,0.42715576882858597,1.178542334416737e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,4,uniform_csm,0.15382686272071458,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,4,analytic_precision_mean,0.4271557688332279,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,5,precision_weighted_csm,0.1026803962093923,1.2396360453875813e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,5,uniform_csm,0.5985992608180343,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,5,analytic_precision_mean,0.10268039618342371,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,6,precision_weighted_csm,0.00829032791903351,1.6438561118149994e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,6,uniform_csm,0.49763744705983903,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,6,analytic_precision_mean,0.008290327900148574,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,7,precision_weighted_csm,0.052761846263233415,2.329791470276549e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,7,uniform_csm,0.2466619932025183,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,7,analytic_precision_mean,0.05276184630584122,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,8,precision_weighted_csm,0.019162920777280726,1.0620137628885138e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,8,uniform_csm,1.4144955371837438,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,8,analytic_precision_mean,0.019162920786726042,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,9,precision_weighted_csm,0.15403792883397738,1.4543340391323398e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,9,uniform_csm,0.21795524156283425,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,9,analytic_precision_mean,0.15403792888720855,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,10,precision_weighted_csm,0.0041209756173716415,9.072496220767934e-11,nan,nan
student_like,1,0.1;0.3;1.0;2.0,10,uniform_csm,0.4083499271037681,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,10,analytic_precision_mean,0.0041209756276502545,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,11,precision_weighted_csm,0.02852586208268526,1.3637871319176714e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,11,uniform_csm,1.4118492422933702,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,11,analytic_precision_mean,0.028525862070659252,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,12,precision_weighted_csm,0.18371579114290865,1.7679931151233638e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,12,uniform_csm,0.16017794105388236,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,12,analytic_precision_mean,0.18371579113817618,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,13,precision_weighted_csm,0.012575016021365253,1.423771330417599e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,13,uniform_csm,0.17349680822303826,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,13,analytic_precision_mean,0.012575016021174218,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,14,precision_weighted_csm,0.005145031106297158,1.3458790552048197e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,14,uniform_csm,0.09129316692458884,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,14,analytic_precision_mean,0.005145031100948033,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,15,precision_weighted_csm,0.006287339486653783,2.0351884743693412e-10,nan,nan
student_like,1,0.1;0.3;1.0;2.0,15,uniform_csm,2.7752702498881563,nan,nan,nan
student_like,1,0.1;0.3;1.0;2.0,15,analytic_precision_mean,0.006287339470760782,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,0,precision_weighted_csm,0.017901734434888978,4.1924425030059635e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,0,uniform_csm,0.18668103597461058,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,0,analytic_precision_mean,0.017901734480749946,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,1,precision_weighted_csm,0.06246834902518186,3.412163977518372e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,1,uniform_csm,0.6217378781273972,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,1,analytic_precision_mean,0.062468349184743005,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,2,precision_weighted_csm,0.030951824756181967,2.7538442971728085e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,2,uniform_csm,0.21153211010905593,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,2,analytic_precision_mean,0.030951824673286898,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,3,precision_weighted_csm,0.031597762515731556,4.5105053878828844e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,3,uniform_csm,0.48779073457704114,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,3,analytic_precision_mean,0.03159776265147326,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,4,precision_weighted_csm,0.05928229255426287,3.656812954361655e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,4,uniform_csm,2.632445966891754,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,4,analytic_precision_mean,0.059282292663885856,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,5,precision_weighted_csm,0.014073225682641452,4.164639220985889e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,5,uniform_csm,1.6322737281653048,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,5,analytic_precision_mean,0.014073225623216945,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,6,precision_weighted_csm,0.017781907339921077,6.612343244764943e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,6,uniform_csm,0.13078186541962042,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,6,analytic_precision_mean,0.01778190722192972,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,7,precision_weighted_csm,0.06839135363244128,1.9061793841405575e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,7,uniform_csm,0.08681836160978379,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,7,analytic_precision_mean,0.0683913536073551,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,8,precision_weighted_csm,0.11636153246583257,4.762646224486161e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,8,uniform_csm,0.05040181458418158,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,8,analytic_precision_mean,0.11636153254119448,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,9,precision_weighted_csm,0.05778711559467026,2.1407468724866627e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,9,uniform_csm,0.1287152915929893,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,9,analytic_precision_mean,0.05778711557493323,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,10,precision_weighted_csm,0.07440255668083713,5.508923431571041e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,10,uniform_csm,0.23888685282362093,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,10,analytic_precision_mean,0.07440255652832316,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,11,precision_weighted_csm,0.028916367693482718,2.6036542179469125e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,11,uniform_csm,0.4756714492640439,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,11,analytic_precision_mean,0.02891636772724009,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,12,precision_weighted_csm,0.0066926727004790855,2.569282481139171e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,12,uniform_csm,0.9788768157308991,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,12,analytic_precision_mean,0.006692672704483235,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,13,precision_weighted_csm,0.26160647826713274,2.6956876918543056e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,13,uniform_csm,1.1374722075051977,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,13,analytic_precision_mean,0.2616064784071011,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,14,precision_weighted_csm,0.17968435528047644,2.2693466026166425e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,14,uniform_csm,0.28202172637250694,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,14,analytic_precision_mean,0.179684355300653,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,15,precision_weighted_csm,0.04891632279830008,3.05815373702044e-10,nan,nan
student_like,2,0.2;0.2;1.5;1.5,15,uniform_csm,0.21810513390806874,nan,nan,nan
student_like,2,0.2;0.2;1.5;1.5,15,analytic_precision_mean,0.04891632270971524,nan,nan,nan
