data_model,sigma,repeats,seed,method,mean_squared_error,p90_squared_error,selected_temperature,csm_oracle_relative_difference,gaussian_unregularized_expected_risk
linear_gaussian,0.5,4,0,csm,0.3860320813621374,0.6606835479918155,nan,2.2156553634039198e-16,0.25
linear_gaussian,0.5,4,0,simple_average,0.3860320818999609,0.6606835488550377,nan,nan,0.25
linear_gaussian,0.5,4,0,hebbian,8.910213110018658,13.035602909837053,nan,nan,0.25
linear_gaussian,0.5,4,0,softmax,0.17095822739735705,0.3653971691746688,0.5,nan,0.25
linear_gaussian,0.5,4,0,oracle_ridge,0.3860320813621374,0.6606835479918153,nan,nan,0.25
linear_gaussian,0.5,4,1,csm,0.24904950475916127,0.4948998613143819,nan,2.607630159354035e-16,0.25
linear_gaussian,0.5,4,1,simple_average,0.24904950513041943,0.4948998621872531,nan,nan,0.25
linear_gaussian,0.5,4,1,hebbian,6.918437463382611,15.46331348512203,nan,nan,0.25
linear_gaussian,0.5,4,1,softmax,0.11698529113648656,0.2590682817661374,0.5,nan,0.25
linear_gaussian,0.5,4,1,oracle_ridge,0.2490495047591612,0.4948998613143819,nan,nan,0.25
linear_gaussian,0.5,4,2,csm,0.17509103864190503,0.2857273683417315,nan,2.8097570963717044e-16,0.25
linear_gaussian,0.5,4,2,simple_average,0.17509103883556354,0.28572736858317144,nan,nan,0.25
linear_gaussian,0.5,4,2,hebbian,4.149105457544301,6.718230536941716,nan,nan,0.25
linear_gaussian,0.5,4,2,softmax,0.14353522749717434,0.2851947802858776,0.5,nan,0.25
linear_gaussian,0.5,4,2,oracle_ridge,0.17509103864190503,0.28572736834173157,nan,nan,0.25
linear_gaussian,0.5,4,3,csm,0.3160856395634981,0.5173693922346447,nan,2.629576674546269e-16,0.25
linear_gaussian,0.5,4,3,simple_average,0.31608563996959005,0.5173693928356202,nan,nan,0.25
linear_gaussian,0.5,4,3,hebbian,6.687393393392156,12.939876672686937,nan,nan,0.25
linear_gaussian,0.5,4,3,softmax,0.11452888713084507,0.19098714519278093,0.5,nan,0.25
linear_gaussian,0.5,4,3,oracle_ridge,0.3160856395634981,0.5173693922346447,nan,nan,0.25
linear_gaussian,0.5,4,4,csm,0.28553312187051477,0.49075518546449076,nan,3.0336857363002707e-16,0.25
linear_gaussian,0.5,4,4,simple_average,0.28553312219232596,0.4907551860513995,nan,nan,0.25
linear_gaussian,0.5,4,4,hebbian,5.939599820391567,11.323496212749948,nan,nan,0.25
linear_gaussian,0.5,4,4,softmax,0.18306283723501227,0.32453136317814485,0.5,nan,0.25
linear_gaussian,0.5,4,4,oracle_ridge,0.28553312187051477,0.49075518546449076,nan,nan,0.25
linear_gaussian,0.5,4,5,csm,0.23462910035489326,0.4249712836028556,nan,2.5394193063114186e-16,0.25
linear_gaussian,0.5,4,5,simple_average,0.23462910065538148,0.4249712841505907,nan,nan,0.25
linear_gaussian,0.5,4,5,hebbian,5.511439151439459,9.4431317512065,nan,nan,0.25
linear_gaussian,0.5,4,5,softmax,0.10760231633762467,0.16486236992213962,0.5,nan,0.25
linear_gaussian,0.5,4,5,oracle_ridge,0.23462910035489326,0.4249712836028555,nan,nan,0.25
linear_gaussian,0.5,4,6,csm,0.17317978697328357,0.261051412729967,nan,2.3798170323720783e-16,0.25
linear_gaussian,0.5,4,6,simple_average,0.17317978721637833,0.2610514132633603,nan,nan,0.25
linear_gaussian,0.5,4,6,hebbian,5.089364802987634,8.565607319060147,nan,nan,0.25
linear_gaussian,0.5,4,6,softmax,0.10093444991026132,0.17263195188531327,0.5,nan,0.25
linear_gaussian,0.5,4,6,oracle_ridge,0.17317978697328357,0.26105141272996696,nan,nan,0.25
linear_gaussian,0.5,4,7,csm,0.21455941174366353,0.3034672623845765,nan,3.0680982053669977e-16,0.25
linear_gaussian,0.5,4,7,simple_average,0.21455941202716816,0.30346726288497855,nan,nan,0.25
linear_gaussian,0.5,4,7,hebbian,4.784749689666573,8.61240621951194,nan,nan,0.25
linear_gaussian,0.5,4,7,softmax,0.10394317046318592,0.17593938416545718,0.5,nan,0.25
linear_gaussian,0.5,4,7,oracle_ridge,0.2145594117436635,0.3034672623845766,nan,nan,0.25
linear_gaussian,0.5,4,8,csm,0.3483149168193872,0.7817508556329449,nan,2.6222156423105533e-16,0.25
linear_gaussian,0.5,4,8,simple_average,0.3483149171216093,0.7817508563442654,nan,nan,0.25
linear_gaussian,0.5,4,8,hebbian,5.663751639265121,8.74630696813115,nan,nan,0.25
linear_gaussian,0.5,4,8,softmax,0.18255760589392417,0.3075299023940122,0.5,nan,0.25
linear_gaussian,0.5,4,8,oracle_ridge,0.3483149168193873,0.781750855632945,nan,nan,0.25
linear_gaussian,0.5,4,9,csm,0.18954213932297592,0.4133337404425522,nan,2.695189103479551e-16,0.25
linear_gaussian,0.5,4,9,simple_average,0.18954213953266574,0.41333374099602055,nan,nan,0.25
linear_gaussian,0.5,4,9,hebbian,3.490987625800953,7.511025994577854,nan,nan,0.25
linear_gaussian,0.5,4,9,softmax,0.1100416180913751,0.17318570440548828,0.5,nan,0.25
linear_gaussian,0.5,4,9,oracle_ridge,0.18954213932297595,0.4133337404425522,nan,nan,0.25
linear_gaussian,0.5,4,10,csm,0.1609390826020362,0.3186970805563216,nan,3.276406267917842e-16,0.25
linear_gaussian,0.5,4,10,simple_average,0.16093908278145103,0.3186970810052675,nan,nan,0.25
linear_gaussian,0.5,4,10,hebbian,4.698058830622148,7.1918134998441605,nan,nan,0.25
linear_gaussian,0.5,4,10,softmax,0.15646029343443985,0.27152061770896796,0.5,nan,0.25
linear_gaussian,0.5,4,10,oracle_ridge,0.16093908260203615,0.31869708055632145,nan,nan,0.25
linear_gaussian,0.5,4,11,csm,0.25253478073060087,0.4679095401299041,nan,1.9795170319663168e-16,0.25
linear_gaussian,0.5,4,11,simple_average,0.2525347810471479,0.4679095409575856,nan,nan,0.25
linear_gaussian,0.5,4,11,hebbian,5.980967665416976,14.423032436179344,nan,nan,0.25
linear_gaussian,0.5,4,11,softmax,0.14682947757702605,0.23941707348616156,0.5,nan,0.25
linear_gaussian,0.5,4,11,oracle_ridge,0.25253478073060087,0.4679095401299041,nan,nan,0.25
linear_gaussian,0.5,4,12,csm,0.24314415007522183,0.43842675133055387,nan,3.1184950988739925e-16,0.25
linear_gaussian,0.5,4,12,simple_average,0.24314415033549583,0.43842675177632445,nan,nan,0.25
linear_gaussian,0.5,4,12,hebbian,5.724912763053888,9.399484278180601,nan,nan,0.25
linear_gaussian,0.5,4,12,softmax,0.17902016214845673,0.2734267808148061,0.5,nan,0.25
linear_gaussian,0.5,4,12,oracle_ridge,0.24314415007522183,0.43842675133055387,nan,nan,0.25
linear_gaussian,0.5,4,13,csm,0.1564555953576977,0.25675115235236173,nan,2.436560827043349e-16,0.25
linear_gaussian,0.5,4,13,simple_average,0.15645559559269878,0.2567511525076089,nan,nan,0.25
linear_gaussian,0.5,4,13,hebbian,4.997857527274711,8.53554273305693,nan,nan,0.25
linear_gaussian,0.5,4,13,softmax,0.09121231127832238,0.14592796063951308,0.5,nan,0.25
linear_gaussian,0.5,4,13,oracle_ridge,0.1564555953576977,0.2567511523523618,nan,nan,0.25
linear_gaussian,0.5,4,14,csm,0.16543517247708095,0.27527352234172425,nan,2.246614610239322e-16,0.25
linear_gaussian,0.5,4,14,simple_average,0.16543517269835822,0.27527352249864495,nan,nan,0.25
linear_gaussian,0.5,4,14,hebbian,4.596303618873854,6.023796297530798,nan,nan,0.25
linear_gaussian,0.5,4,14,softmax,0.08179525399005966,0.17146238589464827,0.5,nan,0.25
linear_gaussian,0.5,4,14,oracle_ridge,0.16543517247708095,0.2752735223417242,nan,nan,0.25
linear_gaussian,0.5,4,15,csm,0.2417663660674568,0.5996761650322161,nan,2.3032511554144556e-16,0.25
linear_gaussian,0.5,4,15,simple_average,0.2417663664221842,0.599676165967518,nan,nan,0.25
linear_gaussian,0.5,4,15,hebbian,7.796907471171041,16.588670277458355,nan,nan,0.25
linear_gaussian,0.5,4,15,softmax,0.17333620968486108,0.2660380195383904,0.5,nan,0.25
linear_gaussian,0.5,4,15,oracle_ridge,0.24176636606745677,0.599676165032216,nan,nan,0.25
linear_gaussian,0.5,8,0,csm,0.2133566059233119,0.3019888917223945,nan,4.529133421670075e-16,0.125
linear_gaussian,0.5,8,0,simple_average,0.21335660606369256,0.30198889192172396,nan,nan,0.125
linear_gaussian,0.5,8,0,hebbian,27.82095901197137,39.057578481898744,nan,nan,0.125
linear_gaussian,0.5,8,0,softmax,0.12351816361298887,0.18507484480610714,0.5,nan,0.125
linear_gaussian,0.5,8,0,oracle_ridge,0.21335660592331185,0.3019888917223944,nan,nan,0.125
linear_gaussian,0.5,8,1,csm,0.1209713349352204,0.15635684917431694,nan,2.6582984048043513e-16,0.125
linear_gaussian,0.5,8,1,simple_average,0.12097133500186102,0.15635684932079094,nan,nan,0.125
linear_gaussian,0.5,8,1,hebbian,17.76284237830699,30.656635428887377,nan,nan,0.125
linear_gaussian,0.5,8,1,softmax,0.10987680626015295,0.1770579878183393,0.5,nan,0.125
linear_gaussian,0.5,8,1,oracle_ridge,0.12097133493522039,0.1563568491743169,nan,nan,0.125
linear_gaussian,0.5,8,2,csm,0.12345827984218727,0.21287385871328884,nan,2.7874678951886967e-16,0.125
linear_gaussian,0.5,8,2,simple_average,0.12345827990888404,0.21287385877640438,nan,nan,0.125
linear_gaussian,0.5,8,2,hebbian,17.573667616819716,24.480060110873776,nan,nan,0.125
linear_gaussian,0.5,8,2,softmax,0.11790258733864808,0.23954597880697953,0.5,nan,0.125
linear_gaussian,0.5,8,2,oracle_ridge,0.12345827984218725,0.2128738587132888,nan,nan,0.125
linear_gaussian,0.5,8,3,csm,0.11158948936675647,0.1693523011154215,nan,2.6318225747297215e-16,0.125
linear_gaussian,0.5,8,3,simple_average,0.1115894894397352,0.16935230120858225,nan,nan,0.125
linear_gaussian,0.5,8,3,hebbian,20.539726820052543,27.946502623723756,nan,nan,0.125
linear_gaussian,0.5,8,3,softmax,0.10479604410303171,0.16514180529059852,0.5,nan,0.125
linear_gaussian,0.5,8,3,oracle_ridge,0.1115894893667565,0.16935230111542152,nan,nan,0.125
linear_gaussian,0.5,8,4,csm,0.1410940285976927,0.2586528699311512,nan,2.5353843350749653e-16,0.125
linear_gaussian,0.5,8,4,simple_average,0.14109402865518325,0.2586528700131773,nan,nan,0.125
linear_gaussian,0.5,8,4,hebbian,16.622623924300214,30.162592326019954,nan,nan,0.125
linear_gaussian,0.5,8,4,softmax,0.14107257630865255,0.25860933770504463,0.1,nan,0.125
linear_gaussian,0.5,8,4,oracle_ridge,0.14109402859769268,0.2586528699311511,nan,nan,0.125
linear_gaussian,0.5,8,5,csm,0.10719713828477011,0.16511572083369364,nan,2.7720498992266904e-16,0.125
linear_gaussian,0.5,8,5,simple_average,0.10719713832208469,0.16511572086117562,nan,nan,0.125
linear_gaussian,0.5,8,5,hebbian,12.743528180852232,19.431681443725928,nan,nan,0.125
linear_gaussian,0.5,8,5,softmax,0.09972228535207048,0.16593510813693846,0.5,nan,0.125
linear_gaussian,0.5,8,5,oracle_ridge,0.10719713828477011,0.16511572083369364,nan,nan,0.125
linear_gaussian,0.5,8,6,csm,0.13791795577510993,0.1735264373324636,nan,2.976755855852308e-16,0.125
linear_gaussian,0.5,8,6,simple_average,0.1379179558997784,0.17352643752296112,nan,nan,0.125
linear_gaussian,0.5,8,6,hebbian,37.64330602521737,60.12343000512244,nan,nan,0.125
linear_gaussian,0.5,8,6,softmax,0.1378303616047647,0.17337918580858,0.1,nan,0.125
linear_gaussian,0.5,8,6,oracle_ridge,0.13791795577510993,0.1735264373324636,nan,nan,0.125
linear_gaussian,0.5,8,7,csm,0.10594433664391562,0.16820002665577188,nan,2.620117934362151e-16,0.125
linear_gaussian,0.5,8,7,simple_average,0.10594433669867995,0.16820002671489132,nan,nan,0.125
linear_gaussian,0.5,8,7,hebbian,13.511756248838621,21.457268566489336,nan,nan,0.125
linear_gaussian,0.5,8,7,softmax,0.08204364032889906,0.1633663640563943,0.5,nan,0.125
linear_gaussian,0.5,8,7,oracle_ridge,0.10594433664391564,0.1682000266557719,nan,nan,0.125
linear_gaussian,0.5,8,8,csm,0.1097795388055039,0.1602670406088426,nan,2.8368960989341035e-16,0.125
linear_gaussian,0.5,8,8,simple_average,0.10977953887773004,0.16026704071541722,nan,nan,0.125
linear_gaussian,0.5,8,8,hebbian,25.085279699335572,44.88293123010656,nan,nan,0.125
linear_gaussian,0.5,8,8,softmax,0.10761949252039418,0.19413054023186121,0.5,nan,0.125
linear_gaussian,0.5,8,8,oracle_ridge,0.1097795388055039,0.16026704060884245,nan,nan,0.125
linear_gaussian,0.5,8,9,csm,0.08080196143907015,0.15784851443821427,nan,2.7312877743041994e-16,0.125
linear_gaussian,0.5,8,9,simple_average,0.08080196151038763,0.157848514581358,nan,nan,0.125
linear_gaussian,0.5,8,9,hebbian,23.36651687443552,37.26134322945124,nan,nan,0.125
linear_gaussian,0.5,8,9,softmax,0.08072989171892644,0.1576863335338656,0.1,nan,0.125
linear_gaussian,0.5,8,9,oracle_ridge,0.08080196143907015,0.15784851443821435,nan,nan,0.125
linear_gaussian,0.5,8,10,csm,0.09154991223141405,0.17110651239165603,nan,2.272552607194125e-16,0.125
linear_gaussian,0.5,8,10,simple_average,0.09154991227085307,0.17110651244838895,nan,nan,0.125
linear_gaussian,0.5,8,10,hebbian,12.96660793970279,18.133142395949758,nan,nan,0.125
linear_gaussian,0.5,8,10,softmax,0.09151599857909085,0.17104061740368265,0.1,nan,0.125
linear_gaussian,0.5,8,10,oracle_ridge,0.09154991223141407,0.17110651239165606,nan,nan,0.125
linear_gaussian,0.5,8,11,csm,0.1007951003764026,0.19352670335489716,nan,2.6468554650240756e-16,0.125
linear_gaussian,0.5,8,11,simple_average,0.10079510042537139,0.19352670346390366,nan,nan,0.125
linear_gaussian,0.5,8,11,hebbian,17.170483821180824,26.966505309846205,nan,nan,0.125
linear_gaussian,0.5,8,11,softmax,0.10074980958944972,0.19340843530546956,0.1,nan,0.125
linear_gaussian,0.5,8,11,oracle_ridge,0.10079510037640259,0.19352670335489705,nan,nan,0.125
linear_gaussian,0.5,8,12,csm,0.06505423328434813,0.10753327683631173,nan,2.5786983147754197e-16,0.125
linear_gaussian,0.5,8,12,simple_average,0.06505423333465839,0.10753327689967207,nan,nan,0.125
linear_gaussian,0.5,8,12,hebbian,16.64176522178154,24.44907119157495,nan,nan,0.125
linear_gaussian,0.5,8,12,softmax,0.06501999291243538,0.10749904362118157,0.1,nan,0.125
linear_gaussian,0.5,8,12,oracle_ridge,0.06505423328434815,0.10753327683631173,nan,nan,0.125
linear_gaussian,0.5,8,13,csm,0.11790487258543929,0.18793779765243532,nan,1.677316149378302e-16,0.125
linear_gaussian,0.5,8,13,simple_average,0.1179048726611103,0.18793779772225527,nan,nan,0.125
linear_gaussian,0.5,8,13,hebbian,24.811763364988032,42.59734506048407,nan,nan,0.125
linear_gaussian,0.5,8,13,softmax,0.1178264938062665,0.1878797057456359,0.1,nan,0.125
linear_gaussian,0.5,8,13,oracle_ridge,0.11790487258543929,0.1879377976524353,nan,nan,0.125
linear_gaussian,0.5,8,14,csm,0.13568106427136079,0.22199615026129996,nan,1.9590982368636944e-16,0.125
linear_gaussian,0.5,8,14,simple_average,0.1356810643365352,0.22199615041998386,nan,nan,0.125
linear_gaussian,0.5,8,14,hebbian,15.720270336974673,24.47789355994601,nan,nan,0.125
linear_gaussian,0.5,8,14,softmax,0.11924327402117127,0.22628556293298144,0.5,nan,0.125
linear_gaussian,0.5,8,14,oracle_ridge,0.13568106427136084,0.22199615026129998,nan,nan,0.125
linear_gaussian,0.5,8,15,csm,0.12622914427907558,0.2335476176512162,nan,2.3224311228998e-16,0.125
linear_gaussian,0.5,8,15,simple_average,0.1262291443858884,0.23354761783997502,nan,nan,0.125
linear_gaussian,0.5,8,15,hebbian,21.081878984228123,32.060469411791864,nan,nan,0.125
linear_gaussian,0.5,8,15,softmax,0.05314721951391495,0.0814893301216178,0.5,nan,0.125
linear_gaussian,0.5,8,15,oracle_ridge,0.12622914427907556,0.23354761765121612,nan,nan,0.125
linear_gaussian,0.5,16,0,csm,0.06415852004253436,0.13192622032549095,nan,2.6975027467510783e-16,0.0625
linear_gaussian,0.5,16,0,simple_average,0.06415852005062168,0.13192622036858562,nan,nan,0.0625
linear_gaussian,0.5,16,0,hebbian,50.23102886129983,98.48949181141941,nan,nan,0.0625
linear_gaussian,0.5,16,0,softmax,0.06414568280573797,0.13184803185318422,0.1,nan,0.0625
linear_gaussian,0.5,16,0,oracle_ridge,0.06415852004253436,0.13192622032549103,nan,nan,0.0625
linear_gaussian,0.5,16,1,csm,0.07971572156409545,0.13826372933904654,nan,3.021105232710342e-16,0.0625
linear_gaussian,0.5,16,1,simple_average,0.07971572159212036,0.13826372941591591,nan,nan,0.0625
linear_gaussian,0.5,16,1,hebbian,94.451558826362,143.30760877261235,nan,nan,0.0625
linear_gaussian,0.5,16,1,softmax,0.07966741482147996,0.13811171373923306,0.1,nan,0.0625
linear_gaussian,0.5,16,1,oracle_ridge,0.07971572156409547,0.13826372933904665,nan,nan,0.0625
linear_gaussian,0.5,16,2,csm,0.03596558196731013,0.05452946908804375,nan,2.1765257799889573e-16,0.0625
linear_gaussian,0.5,16,2,simple_average,0.03596558198207783,0.054529469121811815,nan,nan,0.0625
linear_gaussian,0.5,16,2,hebbian,68.60809399619959,106.81966959232109,nan,nan,0.0625
linear_gaussian,0.5,16,2,softmax,0.03593497951638565,0.05445973829843,0.1,nan,0.0625
linear_gaussian,0.5,16,2,oracle_ridge,0.03596558196731014,0.05452946908804375,nan,nan,0.0625
linear_gaussian,0.5,16,3,csm,0.06463274769137729,0.1347781583620012,nan,2.067808366157917e-16,0.0625
linear_gaussian,0.5,16,3,simple_average,0.06463274771223573,0.13477815841624702,nan,nan,0.0625
linear_gaussian,0.5,16,3,hebbian,67.84413573535628,136.5681188873425,nan,nan,0.0625
linear_gaussian,0.5,16,3,softmax,0.06458998182801223,0.13466742246832647,0.1,nan,0.0625
linear_gaussian,0.5,16,3,oracle_ridge,0.06463274769137729,0.13477815836200113,nan,nan,0.0625
linear_gaussian,0.5,16,4,csm,0.038101625581874715,0.07811525102874223,nan,2.505769460281348e-16,0.0625
linear_gaussian,0.5,16,4,simple_average,0.03810162560160457,0.07811525105771715,nan,nan,0.0625
linear_gaussian,0.5,16,4,hebbian,76.40059483619893,146.57779807968015,nan,nan,0.0625
linear_gaussian,0.5,16,4,softmax,0.03805747482936549,0.07804754209044105,0.1,nan,0.0625
linear_gaussian,0.5,16,4,oracle_ridge,0.0381016255818747,0.0781152510287422,nan,nan,0.0625
linear_gaussian,0.5,16,5,csm,0.0717384513497861,0.10954998988136266,nan,3.8253127206326845e-16,0.0625
linear_gaussian,0.5,16,5,simple_average,0.07173845135982831,0.10954998991962198,nan,nan,0.0625
linear_gaussian,0.5,16,5,hebbian,53.87961608362571,81.61081099155145,nan,nan,0.0625
linear_gaussian,0.5,16,5,softmax,0.07171598407635668,0.10947134391939145,0.1,nan,0.0625
linear_gaussian,0.5,16,5,oracle_ridge,0.07173845134978608,0.10954998988136261,nan,nan,0.0625
linear_gaussian,0.5,16,6,csm,0.05849033421695046,0.08523500214098753,nan,2.9884265851521907e-16,0.0625
linear_gaussian,0.5,16,6,simple_average,0.05849033423901458,0.08523500218567934,nan,nan,0.0625
linear_gaussian,0.5,16,6,hebbian,60.71697934551636,97.8511346605069,nan,nan,0.0625
linear_gaussian,0.5,16,6,softmax,0.05421231212215439,0.08599220259301395,0.5,nan,0.0625
linear_gaussian,0.5,16,6,oracle_ridge,0.05849033421695046,0.08523500214098756,nan,nan,0.0625
linear_gaussian,0.5,16,7,csm,0.04459566022561956,0.07399785982781619,nan,2.3858896177088524e-16,0.0625
linear_gaussian,0.5,16,7,simple_average,0.04459566023977823,0.07399785983940792,nan,nan,0.0625
linear_gaussian,0.5,16,7,hebbian,79.0504336320314,116.18254801971734,nan,nan,0.0625
linear_gaussian,0.5,16,7,softmax,0.044559106725473266,0.07394130747820313,0.1,nan,0.0625
linear_gaussian,0.5,16,7,oracle_ridge,0.04459566022561956,0.07399785982781622,nan,nan,0.0625
linear_gaussian,0.5,16,8,csm,0.04920937760659072,0.0776551514935207,nan,3.0173631178843654e-16,0.0625
linear_gaussian,0.5,16,8,simple_average,0.04920937762311592,0.07765515151015982,nan,nan,0.0625
linear_gaussian,0.5,16,8,hebbian,64.20261646721748,95.0700177190988,nan,nan,0.0625
linear_gaussian,0.5,16,8,softmax,0.049178162288190885,0.07762853660429907,0.1,nan,0.0625
linear_gaussian,0.5,16,8,oracle_ridge,0.04920937760659073,0.0776551514935207,nan,nan,0.0625
linear_gaussian,0.5,16,9,csm,0.07172294252304813,0.13760656146227007,nan,2.4531162335635283e-16,0.0625
linear_gaussian,0.5,16,9,simple_average,0.0717229425487037,0.13760656152036174,nan,nan,0.0625
linear_gaussian,0.5,16,9,hebbian,65.95321353827359,139.46542877684817,nan,nan,0.0625
linear_gaussian,0.5,16,9,softmax,0.07167485907576071,0.13749680152838498,0.1,nan,0.0625
linear_gaussian,0.5,16,9,oracle_ridge,0.07172294252304813,0.13760656146227004,nan,nan,0.0625
linear_gaussian,0.5,16,10,csm,0.06537004746098035,0.10752281408615526,nan,3.022620056536429e-16,0.0625
linear_gaussian,0.5,16,10,simple_average,0.06537004747642562,0.10752281409495536,nan,nan,0.0625
linear_gaussian,0.5,16,10,hebbian,71.40775994115536,106.97202125941638,nan,nan,0.0625
linear_gaussian,0.5,16,10,softmax,0.06533889680212879,0.10751933734053264,0.1,nan,0.0625
linear_gaussian,0.5,16,10,oracle_ridge,0.06537004746098032,0.1075228140861553,nan,nan,0.0625
linear_gaussian,0.5,16,11,csm,0.047502069478559644,0.09006116735367473,nan,2.2778676104552296e-16,0.0625
linear_gaussian,0.5,16,11,simple_average,0.04750206948784861,0.09006116736178517,nan,nan,0.0625
linear_gaussian,0.5,16,11,hebbian,80.52711751772213,127.33681414839666,nan,nan,0.0625
linear_gaussian,0.5,16,11,softmax,0.047484657675371716,0.09004936653173307,0.1,nan,0.0625
linear_gaussian,0.5,16,11,oracle_ridge,0.047502069478559665,0.09006116735367474,nan,nan,0.0625
linear_gaussian,0.5,16,12,csm,0.05102892782600113,0.07366867003336044,nan,2.6327042230953674e-16,0.0625
linear_gaussian,0.5,16,12,simple_average,0.05102892784260217,0.07366867004511636,nan,nan,0.0625
linear_gaussian,0.5,16,12,hebbian,47.94492955965326,70.07384023383315,nan,nan,0.0625
linear_gaussian,0.5,16,12,softmax,0.05100839158126048,0.07365973489605779,0.1,nan,0.0625
linear_gaussian,0.5,16,12,oracle_ridge,0.051028927826001116,0.07366867003336039,nan,nan,0.0625
linear_gaussian,0.5,16,13,csm,0.06941773528071962,0.1384335676709239,nan,2.3628923451465913e-16,0.0625
linear_gaussian,0.5,16,13,simple_average,0.06941773530473891,0.13843356772298096,nan,nan,0.0625
linear_gaussian,0.5,16,13,hebbian,51.46082883011039,88.1761624043697,nan,nan,0.0625
linear_gaussian,0.5,16,13,softmax,0.04864576345456015,0.09052308474965254,0.5,nan,0.0625
linear_gaussian,0.5,16,13,oracle_ridge,0.06941773528071962,0.13843356767092396,nan,nan,0.0625
linear_gaussian,0.5,16,14,csm,0.03814652091866874,0.06493080632960517,nan,2.6296340139285444e-16,0.0625
linear_gaussian,0.5,16,14,simple_average,0.038146520934931406,0.06493080634729054,nan,nan,0.0625
linear_gaussian,0.5,16,14,hebbian,83.7702275462965,158.05620044521282,nan,nan,0.0625
linear_gaussian,0.5,16,14,softmax,0.0381092237276231,0.06489683986588973,0.1,nan,0.0625
linear_gaussian,0.5,16,14,oracle_ridge,0.038146520918668755,0.06493080632960517,nan,nan,0.0625
linear_gaussian,0.5,16,15,csm,0.07551658397306088,0.14358725193134234,nan,2.53905654105758e-16,0.0625
linear_gaussian,0.5,16,15,simple_average,0.07551658398617728,0.14358725195468855,nan,nan,0.0625
linear_gaussian,0.5,16,15,hebbian,54.75947277904828,110.3512370185007,nan,nan,0.0625
linear_gaussian,0.5,16,15,softmax,0.07549546596803793,0.14352509529013652,0.1,nan,0.0625
linear_gaussian,0.5,16,15,oracle_ridge,0.07551658397306088,0.14358725193134228,nan,nan,0.0625
linear_gaussian,1.0,1,0,csm,5.3206384386639325,9.412101589808385,nan,2.825194031175476e-16,4.0
linear_gaussian,1.0,1,0,simple_average,5.320638546288642,9.412101769512129,nan,nan,4.0
linear_gaussian,1.0,1,0,hebbian,5.320638546288643,9.412101769512129,nan,nan,4.0
linear_gaussian,1.0,1,0,softmax,0.5630715691962019,0.9476376244897374,1.0,nan,4.0
linear_gaussian,1.0,1,0,oracle_ridge,5.320638438663932,9.412101589808383,nan,nan,4.0
linear_gaussian,1.0,1,1,csm,3.284688396570029,4.879017269028484,nan,2.9988735479803086e-16,4.0
linear_gaussian,1.0,1,1,simple_average,3.284688463263244,4.8790173670796655,nan,nan,4.0
linear_gaussian,1.0,1,1,hebbian,3.284688463263244,4.879017367079666,nan,nan,4.0
linear_gaussian,1.0,1,1,softmax,0.7853299316056039,1.0963276699027098,1.0,nan,4.0
linear_gaussian,1.0,1,1,oracle_ridge,3.2846883965700284,4.879017269028484,nan,nan,4.0
linear_gaussian,1.0,1,2,csm,5.129864620188226,10.167743893706922,nan,2.853080561932445e-16,4.0
linear_gaussian,1.0,1,2,simple_average,5.129864720039064,10.167744098844747,nan,nan,4.0
linear_gaussian,1.0,1,2,hebbian,5.129864720039064,10.167744098844748,nan,nan,4.0
linear_gaussian,1.0,1,2,softmax,1.0006932515174527,1.798575650756662,1.0,nan,4.0
linear_gaussian,1.0,1,2,oracle_ridge,5.129864620188224,10.167743893706922,nan,nan,4.0
linear_gaussian,1.0,1,3,csm,3.253711919203834,4.864835701590728,nan,3.4683988510040913e-16,4.0
linear_gaussian,1.0,1,3,simple_average,3.253711986140264,4.8648358027293,nan,nan,4.0
linear_gaussian,1.0,1,3,hebbian,3.2537119861402646,4.864835802729299,nan,nan,4.0
linear_gaussian,1.0,1,3,softmax,0.35492292338072934,0.6499502210340733,1.0,nan,4.0
linear_gaussian,1.0,1,3,oracle_ridge,3.253711919203835,4.8648357015907315,nan,nan,4.0
linear_gaussian,1.0,1,4,csm,3.18649441304389,6.057208522525437,nan,2.355437133355619e-16,4.0
linear_gaussian,1.0,1,4,simple_average,3.1864944719472446,6.0572086473438285,nan,nan,4.0
linear_gaussian,1.0,1,4,hebbian,3.186494471947244,6.0572086473438285,nan,nan,4.0
linear_gaussian,1.0,1,4,softmax,0.6604876907817336,1.0492376323848316,1.0,nan,4.0
linear_gaussian,1.0,1,4,oracle_ridge,3.1864944130438895,6.057208522525436,nan,nan,4.0
linear_gaussian,1.0,1,5,csm,4.392938032634719,6.642414701108747,nan,1.9520261470851288e-16,4.0
linear_gaussian,1.0,1,5,simple_average,4.392938122832946,6.642414837599145,nan,nan,4.0
linear_gaussian,1.0,1,5,hebbian,4.3929381228329465,6.642414837599143,nan,nan,4.0
linear_gaussian,1.0,1,5,softmax,0.8243803890184405,1.0519399769825601,1.0,nan,4.0
linear_gaussian,1.0,1,5,oracle_ridge,4.392938032634718,6.6424147011087475,nan,nan,4.0
linear_gaussian,1.0,1,6,csm,2.9933660150426387,4.2331470544985175,nan,2.683449315415651e-16,4.0
linear_gaussian,1.0,1,6,simple_average,2.9933660742810115,4.233147147554219,nan,nan,4.0
linear_gaussian,1.0,1,6,hebbian,2.9933660742810115,4.2331471475542175,nan,nan,4.0
linear_gaussian,1.0,1,6,softmax,1.006780219170273,1.3868016354968546,1.0,nan,4.0
