data_model,sigma,repeats,seed,method,mean_squared_error,p90_squared_error,selected_temperature,csm_oracle_relative_difference,gaussian_unregularized_expected_risk
linear_gaussian,0.1,1,14,softmax,0.049294270181924754,0.10143697741475505,0.1,nan,0.04000000000000001
linear_gaussian,0.1,1,14,oracle_ridge,0.04935203668974217,0.10155574064436404,nan,nan,0.04000000000000001
linear_gaussian,0.1,1,15,csm,0.042580427327815584,0.07339986934148741,nan,2.0166022613544218e-16,0.04000000000000001
linear_gaussian,0.1,1,15,simple_average,0.04258042733774664,0.07339986934892045,nan,nan,0.04000000000000001
linear_gaussian,0.1,1,15,hebbian,0.04258042733774664,0.07339986934892048,nan,nan,0.04000000000000001
linear_gaussian,0.1,1,15,softmax,0.04254584128223275,0.07337643833059448,0.1,nan,0.04000000000000001
linear_gaussian,0.1,1,15,oracle_ridge,0.04258042732781559,0.0733998693414874,nan,nan,0.04000000000000001
linear_gaussian,0.1,2,0,csm,0.018975413051634346,0.03168318214644278,nan,2.652588903133112e-16,0.020000000000000004
linear_gaussian,0.1,2,0,simple_average,0.018975413054703082,0.03168318215056907,nan,nan,0.020000000000000004
linear_gaussian,0.1,2,0,hebbian,0.3515072725750086,0.7793061713307106,nan,nan,0.020000000000000004
linear_gaussian,0.1,2,0,softmax,0.018958422780377345,0.03165546456094177,0.1,nan,0.020000000000000004
linear_gaussian,0.1,2,0,oracle_ridge,0.018975413051634325,0.03168318214644278,nan,nan,0.020000000000000004
linear_gaussian,0.1,2,1,csm,0.018387648964697297,0.02534756949636226,nan,3.069871028918714e-16,0.020000000000000004
linear_gaussian,0.1,2,1,simple_average,0.018387648966170296,0.025347569500634416,nan,nan,0.020000000000000004
linear_gaussian,0.1,2,1,hebbian,0.3069291822066341,0.4336037474196224,nan,nan,0.020000000000000004
linear_gaussian,0.1,2,1,softmax,0.018379028833124346,0.025312377007500417,0.1,nan,0.020000000000000004
linear_gaussian,0.1,2,1,oracle_ridge,0.018387648964697308,0.025347569496362278,nan,nan,0.020000000000000004
linear_gaussian,0.1,2,2,csm,0.01781364031908291,0.03894127346221842,nan,3.350065814829487e-16,0.020000000000000004
linear_gaussian,0.1,2,2,simple_average,0.01781364031824626,0.038941273461182174,nan,nan,0.020000000000000004
linear_gaussian,0.1,2,2,hebbian,0.24530348693663367,0.4208775263782768,nan,nan,0.020000000000000004
linear_gaussian,0.1,2,2,softmax,0.01781364031824626,0.038941273461182174,0.001,nan,0.020000000000000004
linear_gaussian,0.1,2,2,oracle_ridge,0.017813640319082898,0.03894127346221837,nan,nan,0.020000000000000004
