data_model,trial,query_index,distance_outside_observed_span,uncertainty,predicted_total_mse,actual_squared_error,normalized_squared_error,coordinate_95_coverage
linear_gaussian,1,12,0.0,0.11111111111111108,0.4444444444444443,0.42746668773735574,0.9618000474090507,1.0
linear_gaussian,1,13,0.0,0.11111111111111106,0.44444444444444425,0.18695801742177193,0.420655539198987,1.0
linear_gaussian,1,14,0.0,0.1111111111111111,0.4444444444444444,0.17032947735786869,0.38324132405520456,1.0
linear_gaussian,1,15,0.0,0.11111111111111108,0.4444444444444443,0.5174646452173314,1.1642954517389958,1.0
linear_gaussian,1,16,0.0,0.1111111111111111,0.4444444444444444,0.046674230511445064,0.1050170186507514,1.0
linear_gaussian,1,17,0.0,0.11111111111111109,0.44444444444444436,0.7586983265937719,1.707071234835987,0.75
linear_gaussian,1,18,0.0,0.11111111111111109,0.44444444444444436,0.7231555316338538,1.6270999461761715,1.0
linear_gaussian,1,19,0.0,0.11111111111111113,0.44444444444444453,0.5672484342730714,1.2763089771144103,1.0
linear_gaussian,1,20,0.0,0.11111111111111108,0.4444444444444443,0.18118907414272967,0.4076754168211419,1.0
linear_gaussian,1,21,0.0,0.11111111111111112,0.4444444444444445,0.3152652812247377,0.7093468827556597,1.0
linear_gaussian,1,22,0.0,0.11111111111111109,0.44444444444444436,0.4020971378468894,0.9047185601555012,1.0
linear_gaussian,1,23,0.0,0.11111111111111109,0.44444444444444436,0.4564320119571158,1.0269720269035107,1.0
linear_gaussian,1,24,0.25,0.16666666666666669,0.6666666666666667,0.9042707803479404,1.3564061705219104,1.0
linear_gaussian,1,25,0.25,0.16666666666666663,0.6666666666666665,1.441055168898671,2.161582753348007,0.75
linear_gaussian,1,26,0.25,0.16666666666666669,0.6666666666666667,0.6056092455098077,0.9084138682647114,1.0
linear_gaussian,1,27,0.25,0.16666666666666666,0.6666666666666666,0.5679539890721298,0.8519309836081947,1.0
linear_gaussian,1,28,0.25,0.16666666666666663,0.6666666666666665,1.1125919644864934,1.6688879467297406,1.0
linear_gaussian,1,29,0.25,0.16666666666666655,0.6666666666666662,0.32920744229649934,0.49381116344474935,1.0
linear_gaussian,1,30,0.25,0.16666666666666666,0.6666666666666666,1.2271288547601966,1.840693282140295,0.75
linear_gaussian,1,31,0.25,0.16666666666666663,0.6666666666666665,0.5549977916590025,0.832496687488504,1.0
linear_gaussian,1,32,0.25,0.16666666666666669,0.6666666666666667,0.5603816430329942,0.8405724645494912,1.0
linear_gaussian,1,33,0.25,0.1666666666666667,0.6666666666666669,0.3276498009491528,0.49147470142372907,1.0
linear_gaussian,1,34,0.25,0.1666666666666666,0.6666666666666664,1.1918444914900952,1.7877667372351436,1.0
linear_gaussian,1,35,0.25,0.1666666666666666,0.6666666666666664,0.7111264862321476,1.0666897293482218,1.0
linear_gaussian,1,36,0.25,0.16666666666666657,0.6666666666666663,0.06753271607710466,0.10129907411565706,1.0
linear_gaussian,1,37,0.25,0.16666666666666666,0.6666666666666666,0.7354077835085153,1.103111675262773,1.0
linear_gaussian,1,38,0.25,0.16666666666666663,0.6666666666666665,0.6482504143946288,0.9723756215919435,1.0
linear_gaussian,1,39,0.25,0.16666666666666666,0.6666666666666666,0.26177559124968464,0.39266338687452695,1.0
linear_gaussian,1,40,0.25,0.16666666666666657,0.6666666666666663,0.5063971515629769,0.7595957273444658,1.0
linear_gaussian,1,41,0.25,0.16666666666666666,0.6666666666666666,0.1405563889134338,0.2108345833701507,1.0
linear_gaussian,1,42,0.25,0.16666666666666666,0.6666666666666666,0.8203822525697619,1.230573378854643,1.0
linear_gaussian,1,43,0.25,0.16666666666666674,0.666666666666667,0.27315954586265545,0.409739318793983,1.0
linear_gaussian,1,44,0.25,0.16666666666666666,0.6666666666666666,0.25139523101302147,0.37709284651953223,1.0
linear_gaussian,1,45,0.25,0.16666666666666663,0.6666666666666665,0.7612970168797649,1.1419455253196475,1.0
linear_gaussian,1,46,0.25,0.16666666666666657,0.6666666666666663,0.947264322404963,1.4208964836074454,1.0
linear_gaussian,1,47,0.25,0.16666666666666663,0.6666666666666665,0.3494610746617637,0.5241916119926456,1.0
linear_gaussian,1,48,0.5,0.3333333333333334,1.3333333333333337,0.22821286602348734,0.17115964951761545,1.0
linear_gaussian,1,49,0.5,0.333333333333333,1.333333333333332,0.8563990637395973,0.6422992978046986,1.0
linear_gaussian,1,50,0.5,0.3333333333333331,1.3333333333333324,0.19960938459819272,0.14970703844864464,1.0
linear_gaussian,1,51,0.5,0.3333333333333334,1.3333333333333337,0.3708754437264037,0.2781565827948027,1.0
linear_gaussian,1,52,0.5,0.33333333333333326,1.333333333333333,0.28148769539055074,0.2111157715429131,1.0
linear_gaussian,1,53,0.5,0.33333333333333315,1.3333333333333326,1.7125459092363227,1.2844094319272428,0.75
